"verbatimFieldName","standardFieldName","namespace","uri","checked","source","comment","opinionBy","opinionDate"
"dwc:subgenus","subgenus","dwc","http://rs.tdwg.org/dwc/terms/subgenus",1,,,"John Wieczorek","2017-08-25"
"dwc:taxonconceptid","taxonConceptID","dwc","http://rs.tdwg.org/dwc/terms/taxonConceptID",1,,,"John Wieczorek","2017-08-25"
"dwc:taxonid","taxonID","dwc","http://rs.tdwg.org/dwc/terms/taxonID",1,,,"John Wieczorek","2017-08-25"
"dwc:taxonomicstatus","taxonomicStatus","dwc","http://rs.tdwg.org/dwc/terms/taxonomicStatus",1,,,"John Wieczorek","2017-08-25"
"dwc:taxonrank","taxonRank","dwc","http://rs.tdwg.org/dwc/terms/taxonRank",1,,,"John Wieczorek","2017-08-25"
"dwc:taxonremarks","taxonRemarks","dwc","http://rs.tdwg.org/dwc/terms/taxonRemarks",1,,,"John Wieczorek","2017-08-25"
"dwc:typestatus","typeStatus","dwc","http://rs.tdwg.org/dwc/terms/typeStatus",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimcoordinates","verbatimCoordinates","dwc","http://rs.tdwg.org/dwc/terms/verbatimCoordinates",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimcoordinatesystem","verbatimCoordinateSystem","dwc","http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimdepth","verbatimDepth","dwc","http://rs.tdwg.org/dwc/terms/verbatimDepth",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimelevation","verbatimElevation","dwc","http://rs.tdwg.org/dwc/terms/verbatimElevation",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimeventdate","verbatimEventDate","dwc","http://rs.tdwg.org/dwc/terms/verbatimEventDate",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimlatitude","verbatimLatitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLatitude",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimlocality","verbatimLocality","dwc","http://rs.tdwg.org/dwc/terms/verbatimLocality",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimlongitude","verbatimLongitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLongitude",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimsrs","verbatimSRS","dwc","http://rs.tdwg.org/dwc/terms/verbatimSRS",1,,,"John Wieczorek","2017-08-25"
"dwc:verbatimtaxonrank","verbatimTaxonRank","dwc","http://rs.tdwg.org/dwc/terms/verbatimTaxonRank",1,,,"John Wieczorek","2017-08-25"
"dwc:vernacularname","vernacularName","dwc","http://rs.tdwg.org/dwc/terms/vernacularName",1,,,"John Wieczorek","2017-08-25"
"dwc:waterbody","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-08-25"
"dwc:year","year","dwc","http://rs.tdwg.org/dwc/terms/year",1,,,"John Wieczorek","2017-08-25"
"dynamicproperties","dynamicProperties","dwc","http://rs.tdwg.org/dwc/terms/dynamicProperties",1,,,"John Wieczorek","2017-08-25"
"earliestageorloweststage","earliestAgeOrLowestStage","dwc","http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage",1,,,"John Wieczorek","2017-08-25"
"earliesteonorlowesteonothem","earliestEonOrLowestEonothem","dwc","http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem",1,,,"John Wieczorek","2017-08-25"
"earliestepochorlowestseries","earliestEpochOrLowestSeries","dwc","http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries",1,,,"John Wieczorek","2017-08-25"
"earliesteraorlowesterathem","earliestEraOrLowestErathem","dwc","http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem",1,,,"John Wieczorek","2017-08-25"
"earliestperiodorlowestsystem","earliestPeriodOrLowestSystem","dwc","http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem",1,,,"John Wieczorek","2017-08-25"
"enddayofyear","endDayOfYear","dwc","http://rs.tdwg.org/dwc/terms/endDayOfYear",1,,,"John Wieczorek","2017-08-25"
"especie","specificEpithet","dwc","http://rs.tdwg.org/dwc/terms/specificEpithet",1,,,"John Wieczorek","2017-10-24"
"establishmentmeans","establishmentMeans","dwc","http://rs.tdwg.org/dwc/terms/establishmentMeans",1,,,"John Wieczorek","2017-08-25"
"estado","stateProvince","dwc","http://rs.tdwg.org/dwc/terms/stateProvince",1,,,"John Wieczorek","2017-10-23"
"eventdate","eventDate","dwc","http://rs.tdwg.org/dwc/terms/eventDate",1,,,"John Wieczorek","2017-08-25"
"eventid","eventID","dwc","http://rs.tdwg.org/dwc/terms/eventID",1,,,"John Wieczorek","2017-08-25"
"eventremarks","eventRemarks","dwc","http://rs.tdwg.org/dwc/terms/eventRemarks",1,,,"John Wieczorek","2017-08-25"
"eventtime","eventTime","dwc","http://rs.tdwg.org/dwc/terms/eventTime",1,,,"John Wieczorek","2017-08-25"
"extractionid",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"familia","family","dwc","http://rs.tdwg.org/dwc/terms/family",1,,,"John Wieczorek","2017-10-24"
"family","family","dwc","http://rs.tdwg.org/dwc/terms/family",1,,,"John Wieczorek","2017-08-25"
"fecha de colecta","eventDate","dwc","http://rs.tdwg.org/dwc/terms/eventDate",1,,,"John Wieczorek","2017-10-24"
"field #",,,,1,,"Could be a recordNumber or a fieldNumber.","John Wieczorek","2017-08-25"
"fieldnotes","fieldNotes","dwc","http://rs.tdwg.org/dwc/terms/fieldNotes",1,,,"John Wieczorek","2017-08-25"
"fieldnumber","fieldNumber","dwc","http://rs.tdwg.org/dwc/terms/fieldNumber",1,,,"John Wieczorek","2017-08-25"
"filo","phylum","dwc","http://rs.tdwg.org/dwc/terms/phylum",1,,,"John Wieczorek","2017-10-24"
"footprintspatialfit","footprintSpatialFit","dwc","http://rs.tdwg.org/dwc/terms/footprintSpatialFit",1,,,"John Wieczorek","2017-08-25"
"footprintsrs","footprintSRS","dwc","http://rs.tdwg.org/dwc/terms/footprintSRS",1,,,"John Wieczorek","2017-08-25"
"footprintwkt","footprintWKT","dwc","http://rs.tdwg.org/dwc/terms/footprintWKT",1,,,"John Wieczorek","2017-08-25"
"formation","formation","dwc","http://rs.tdwg.org/dwc/terms/formation",1,,,"John Wieczorek","2017-08-25"
"fundingsource",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"genero","genus","dwc","http://rs.tdwg.org/dwc/terms/genus",1,,,"John Wieczorek","2017-10-24"
"género","genus","dwc","http://rs.tdwg.org/dwc/terms/genus",1,,,"John Wieczorek","2017-10-24"
"genetictissuetype",,,,1,"FIMS","Contributes ""tissue"" to dwc:preparations if present","John Wieczorek","2017-08-25"
"genus","genus","dwc","http://rs.tdwg.org/dwc/terms/genus",1,,,"John Wieczorek","2017-08-25"
"geodeticdatum","geodeticDatum","dwc","http://rs.tdwg.org/dwc/terms/geodeticDatum",1,,,"John Wieczorek","2017-08-25"
"geologicalcontextid","geologicalContextID","dwc","http://rs.tdwg.org/dwc/terms/geologicalContextID",1,,,"John Wieczorek","2017-08-25"
"georeferencedby","georeferencedBy","dwc","http://rs.tdwg.org/dwc/terms/georeferencedBy",1,,,"John Wieczorek","2017-08-25"
"georeferenceddate","georeferencedDate","dwc","http://rs.tdwg.org/dwc/terms/georeferencedDate",1,,,"John Wieczorek","2017-08-25"
"georeferenceprotocol","georeferenceProtocol","dwc","http://rs.tdwg.org/dwc/terms/georeferenceProtocol",1,,,"John Wieczorek","2017-08-25"
"georeferenceremarks","georeferenceRemarks","dwc","http://rs.tdwg.org/dwc/terms/georeferenceRemarks",1,,,"John Wieczorek","2017-08-25"
"georeferencesources","georeferenceSources","dwc","http://rs.tdwg.org/dwc/terms/georeferenceSources",1,,,"John Wieczorek","2017-08-25"
"georeferenceverificationstatus","georeferenceVerificationStatus","dwc","http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus",1,,,"John Wieczorek","2017-08-25"
"group","group","dwc","http://rs.tdwg.org/dwc/terms/group",1,,,"John Wieczorek","2017-08-25"
"habitat","habitat","dwc","http://rs.tdwg.org/dwc/terms/habitat",1,,,"John Wieczorek","2017-08-25"
"higherclassification","higherClassification","dwc","http://rs.tdwg.org/dwc/terms/higherClassification",1,,,"John Wieczorek","2017-08-25"
"highergeography","higherGeography","dwc","http://rs.tdwg.org/dwc/terms/higherGeography",1,,,"John Wieczorek","2017-08-25"
"highergeographyid","higherGeographyID","dwc","http://rs.tdwg.org/dwc/terms/higherGeographyID",1,,,"John Wieczorek","2017-08-25"
"highestbiostratigraphiczone","highestBiostratigraphicZone","dwc","http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone",1,,,"John Wieczorek","2017-08-25"
"id",,,,1,,"ambiguous","John Wieczorek","2017-08-25"
"identificationid","identificationID","dwc","http://rs.tdwg.org/dwc/terms/identificationID",1,,,"John Wieczorek","2017-08-25"
"identificationqualifier","identificationQualifier","dwc","http://rs.tdwg.org/dwc/terms/identificationQualifier",1,,,"John Wieczorek","2017-08-25"
"identificationreferences","identificationReferences","dwc","http://rs.tdwg.org/dwc/terms/identificationReferences",1,,,"John Wieczorek","2017-08-25"
"identificationremarks","identificationRemarks","dwc","http://rs.tdwg.org/dwc/terms/identificationRemarks",1,,,"John Wieczorek","2017-08-25"
"identificationverificationstatus","identificationVerificationStatus","dwc","http://rs.tdwg.org/dwc/terms/identificationVerificationStatus",1,,,"John Wieczorek","2017-08-25"
"identifiedby","identifiedBy","dwc","http://rs.tdwg.org/dwc/terms/identifiedBy",1,,,"John Wieczorek","2017-08-25"
"individualcount","individualCount","dwc","http://rs.tdwg.org/dwc/terms/individualCount",1,,,"John Wieczorek","2017-08-25"
"informationwithheld","informationWithheld","dwc","http://rs.tdwg.org/dwc/terms/informationWithheld",1,,,"John Wieczorek","2017-08-25"
"infraspecificepithet","infraspecificEpithet","dwc","http://rs.tdwg.org/dwc/terms/infraspecificEpithet",1,,,"John Wieczorek","2017-08-25"
"institutioncode","institutionCode","dwc","http://rs.tdwg.org/dwc/terms/institutionCode",1,,,"John Wieczorek","2017-08-25"
"institutionid","institutionID","dwc","http://rs.tdwg.org/dwc/terms/institutionID",1,,,"John Wieczorek","2017-08-25"
"isla","island","dwc","http://rs.tdwg.org/dwc/terms/island",1,,,"John Wieczorek","2017-10-23"
"island","island","dwc","http://rs.tdwg.org/dwc/terms/island",1,,,"John Wieczorek","2017-08-25"
"islandgroup","islandGroup","dwc","http://rs.tdwg.org/dwc/terms/islandGroup",1,,,"John Wieczorek","2017-08-25"
"kingdom","kingdom","dwc","http://rs.tdwg.org/dwc/terms/kingdom",1,,,"John Wieczorek","2017-08-25"
"language","language","dcterms","http://purl.org/dc/terms/language",1,,,"John Wieczorek","2017-08-25"
"lat","verbatimLatitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLatitude",1,,"If dwc:verbatimLatitude not populated","John Wieczorek","2017-08-25"
"latestageorhigheststage","latestAgeOrHighestStage","dwc","http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage",1,,,"John Wieczorek","2017-08-25"
"latesteonorhighesteonothem","latestEonOrHighestEonothem","dwc","http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem",1,,,"John Wieczorek","2017-08-25"
"latestepochorhighestseries","latestEpochOrHighestSeries","dwc","http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries",1,,,"John Wieczorek","2017-08-25"
"latesteraorhighesterathem","latestEraOrHighestErathem","dwc","http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem",1,,,"John Wieczorek","2017-08-25"
"latestperiodorhighestsystem","latestPeriodOrHighestSystem","dwc","http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem",1,,,"John Wieczorek","2017-08-25"
"latitud","verbatimLatitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLatitude",1,,,"John Wieczorek","2017-10-24"
"latitude","verbatimLatitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLatitude",1,,"If dwc:verbatimLatitude not populated","John Wieczorek","2017-08-25"
"length","length","dwcloud",,1,,"dynamicProperties as length, or MeasurementOrFact","John Wieczorek","2017-08-25"
"license","license","dcterms","http://purl.org/dc/terms/license",1,,,"John Wieczorek","2017-08-25"
"lifestage","lifeStage","dwc","http://rs.tdwg.org/dwc/terms/lifeStage",1,,,"John Wieczorek","2017-08-25"
"lithostratigraphicterms","lithostratigraphicTerms","dwc","http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms",1,,,"John Wieczorek","2017-08-25"
"localidad","locality","dwc","http://rs.tdwg.org/dwc/terms/locality",1,,,"John Wieczorek","2017-10-24"
"locality","locality","dwc","http://rs.tdwg.org/dwc/terms/locality",1,,,"John Wieczorek","2017-08-25"
"locationaccordingto","locationAccordingTo","dwc","http://rs.tdwg.org/dwc/terms/locationAccordingTo",1,,,"John Wieczorek","2017-08-25"
"locationid","locationID","dwc","http://rs.tdwg.org/dwc/terms/locationID",1,,,"John Wieczorek","2017-08-25"
"locationremarks","locationRemarks","dwc","http://rs.tdwg.org/dwc/terms/locationRemarks",1,,,"John Wieczorek","2017-08-25"
"lon","verbatimLongitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLongitude",1,,"If dwc:verbatimLongitude not populated","John Wieczorek","2017-08-25"
"long","verbatimLongitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLongitude",1,,"If dwc:verbatimLongitude not populated","John Wieczorek","2017-08-25"
"longitud","verbatimLongitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLongitude",1,,,"John Wieczorek","2017-10-24"
"longitude","verbatimLongitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLongitude",1,,"If dwc:verbatimLongitude not populated","John Wieczorek","2017-08-25"
"lot count","individualCount","dwc","http://rs.tdwg.org/dwc/terms/individualCount",1,,,"John Wieczorek","2017-08-25"
"lowestbiostratigraphiczone","lowestBiostratigraphicZone","dwc","http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone",1,,,"John Wieczorek","2017-08-25"
"materialsampleid","materialSampleID","dwc","http://rs.tdwg.org/dwc/terms/materialSampleID",1,,,"John Wieczorek","2017-08-25"
"maximumdepthinmeters","maximumDepthInMeters","dwc","http://rs.tdwg.org/dwc/terms/maximumDepthInMeters",1,,,"John Wieczorek","2017-08-25"
"maximumdistanceabovesurfaceinmeters","maximumDistanceAboveSurfaceInMeters","dwc","http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters",1,,,"John Wieczorek","2017-08-25"
"maximumelevationinmeters","maximumElevationInMeters","dwc","http://rs.tdwg.org/dwc/terms/maximumElevationInMeters",1,,,"John Wieczorek","2017-08-25"
"member","member","dwc","http://rs.tdwg.org/dwc/terms/member",1,,,"John Wieczorek","2017-08-25"
"mes","month","dwc","http://rs.tdwg.org/dwc/terms/month",1,,,"John Wieczorek","2017-10-24"
"microhabitat",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"minimumdepthinmeters","minimumDepthInMeters","dwc","http://rs.tdwg.org/dwc/terms/minimumDepthInMeters",1,,,"John Wieczorek","2017-08-25"
"minimumdistanceabovesurfaceinmeters","minimumDistanceAboveSurfaceInMeters","dwc","http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters",1,,,"John Wieczorek","2017-08-25"
"minimumelevationinmeters","minimumElevationInMeters","dwc","http://rs.tdwg.org/dwc/terms/minimumElevationInMeters",1,,,"John Wieczorek","2017-08-25"
"modified","modified","dcterms","http://purl.org/dc/terms/modified",1,,,"John Wieczorek","2017-08-25"
"month","month","dwc","http://rs.tdwg.org/dwc/terms/month",1,,,"John Wieczorek","2017-08-25"
"monthcollected","month","dwc","http://rs.tdwg.org/dwc/terms/month",1,,,"John Wieczorek","2017-08-25"
"monthidentified","monthIdentified","dwcloud",,1,,"Contributes to dwc:dateIdentified","John Wieczorek","2017-08-25"
"municipality","municipality","dwc","http://rs.tdwg.org/dwc/terms/municipality",1,,,"John Wieczorek","2017-08-25"
"municipio","municipality","dwc","http://rs.tdwg.org/dwc/terms/municipality",1,,,"John Wieczorek","2017-10-23"
"nameaccordingto","nameAccordingTo","dwc","http://rs.tdwg.org/dwc/terms/nameAccordingTo",1,,,"John Wieczorek","2017-08-25"
"nameaccordingtoid","nameAccordingToID","dwc","http://rs.tdwg.org/dwc/terms/nameAccordingToID",1,,,"John Wieczorek","2017-08-25"
"namepublishedin","namePublishedIn","dwc","http://rs.tdwg.org/dwc/terms/namePublishedIn",1,,,"John Wieczorek","2017-08-25"
"namepublishedinid","namePublishedInID","dwc","http://rs.tdwg.org/dwc/terms/namePublishedInID",1,,,"John Wieczorek","2017-08-25"
"namepublishedinyear","namePublishedInYear","dwc","http://rs.tdwg.org/dwc/terms/namePublishedInYear",1,,,"John Wieczorek","2017-08-25"
"nombre cientifico","scientificName","dwc","http://rs.tdwg.org/dwc/terms/scientificName",1,,,"John Wieczorek","2017-10-24"
"nombre científico","scientificName","dwc","http://rs.tdwg.org/dwc/terms/scientificName",1,,,"John Wieczorek","2017-10-24"
"nomenclaturalcode","nomenclaturalCode","dwc","http://rs.tdwg.org/dwc/terms/nomenclaturalCode",1,,,"John Wieczorek","2017-08-25"
"nomenclaturalstatus","nomenclaturalStatus","dwc","http://rs.tdwg.org/dwc/terms/nomenclaturalStatus",1,,,"John Wieczorek","2017-08-25"
"numcat","catalogNumber","dwc","http://rs.tdwg.org/dwc/terms/catalogNumber",1,,,"John Wieczorek","2017-10-24"
"occurrenceid","occurrenceID","dwc","http://rs.tdwg.org/dwc/terms/occurrenceID",1,,,"John Wieczorek","2017-08-25"
"occurrenceremarks","occurrenceRemarks","dwc","http://rs.tdwg.org/dwc/terms/occurrenceRemarks",1,,,"John Wieczorek","2017-08-25"
"occurrencestatus","occurrenceStatus","dwc","http://rs.tdwg.org/dwc/terms/occurrenceStatus",1,,,"John Wieczorek","2017-08-25"
"ocean","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-10-23"
"oceano","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-10-23"
"océano","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-10-23"
"orden","order","dwc","http://rs.tdwg.org/dwc/terms/order",1,,,"John Wieczorek","2017-10-24"
"order","order","dwc","http://rs.tdwg.org/dwc/terms/order",1,,,"John Wieczorek","2017-08-25"
"organismid","organismID","dwc","http://rs.tdwg.org/dwc/terms/organismID",1,,,"John Wieczorek","2017-08-25"
"organismname","organismName","dwc","http://rs.tdwg.org/dwc/terms/organismName",1,,,"John Wieczorek","2017-08-25"
"organismquantity","organismQuantity","dwc","http://rs.tdwg.org/dwc/terms/organismQuantity",1,,,"John Wieczorek","2017-08-25"
"organismquantitytype","organismQuantityType","dwc","http://rs.tdwg.org/dwc/terms/organismQuantityType",1,,,"John Wieczorek","2017-08-25"
"organismremarks","organismRemarks","dwc","http://rs.tdwg.org/dwc/terms/organismRemarks",1,,,"John Wieczorek","2017-08-25"
"organismscope","organismScope","dwc","http://rs.tdwg.org/dwc/terms/organismScope",1,,,"John Wieczorek","2017-08-25"
"originalnameusage","originalNameUsage","dwc","http://rs.tdwg.org/dwc/terms/originalNameUsage",1,,,"John Wieczorek","2017-08-25"
"originalnameusageid","originalNameUsageID","dwc","http://rs.tdwg.org/dwc/terms/originalNameUsageID",1,,,"John Wieczorek","2017-08-25"
"othercatalognumbers","otherCatalogNumbers","dwc","http://rs.tdwg.org/dwc/terms/otherCatalogNumbers",1,,,"John Wieczorek","2017-08-25"
"ownerinstitutioncode","ownerInstitutionCode","dwc","http://rs.tdwg.org/dwc/terms/ownerInstitutionCode",1,,,"John Wieczorek","2017-08-25"
"país","country","dwc","http://rs.tdwg.org/dwc/terms/country",1,,,"John Wieczorek","2017-10-23"
"parenteventid","parentEventID","dwc","http://rs.tdwg.org/dwc/terms/parentEventID",1,,,"John Wieczorek","2017-08-25"
"parentnameusage","parentNameUsage","dwc","http://rs.tdwg.org/dwc/terms/parentNameUsage",1,,,"John Wieczorek","2017-08-25"
"parentnameusageid","parentNameUsageID","dwc","http://rs.tdwg.org/dwc/terms/parentNameUsageID",1,,,"John Wieczorek","2017-08-25"
"permitinformation",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"photo","associatedMedia","dwc","http://rs.tdwg.org/dwc/terms/associatedMedia",1,,"There could be other fields that also map into associatedMedia.","John Wieczorek","2017-08-25"
"phylum","phylum","dwc","http://rs.tdwg.org/dwc/terms/phylum",1,,,"John Wieczorek","2017-08-25"
"plateid",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"pointradiusspatialfit","pointRadiusSpatialFit","dwc","http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit",1,,,"John Wieczorek","2017-08-25"
"preparations","preparations","dwc","http://rs.tdwg.org/dwc/terms/preparations",1,,,"John Wieczorek","2017-08-25"
"preparator",,,,1,,"This may be in addition to a collector.","John Wieczorek","2017-08-25"
"preservative",,,,1,"FIMS","Contributes to dwc:preparations","John Wieczorek","2017-08-25"
"previousidentifications","previousIdentifications","dwc","http://rs.tdwg.org/dwc/terms/previousIdentifications",1,,,"John Wieczorek","2017-08-25"
"previoustissueid","otherCatalogNumbers","dwc","http://rs.tdwg.org/dwc/terms/otherCatalogNumbers",1,"FIMS","Contributes ""tissue"" to dwc:preparations if present","John Wieczorek","2017-08-25"
"principalinvestigator",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"province","stateProvince","dwc","http://rs.tdwg.org/dwc/terms/stateProvince",1,,,"John Wieczorek","2017-10-23"
"provincia","stateProvince","dwc","http://rs.tdwg.org/dwc/terms/stateProvince",1,,,"John Wieczorek","2017-10-23"
"recordedby","recordedBy","dwc","http://rs.tdwg.org/dwc/terms/recordedBy",1,,,"John Wieczorek","2017-08-25"
"recordnumber","recordNumber","dwc","http://rs.tdwg.org/dwc/terms/recordNumber",1,,,"John Wieczorek","2017-08-25"
"references","references","dcterms","http://purl.org/dc/terms/references",1,,,"John Wieczorek","2017-08-25"
"reino","kingdom","dwc","http://rs.tdwg.org/dwc/terms/kingdom",1,,,"John Wieczorek","2017-10-24"
"reproductivecondition","reproductiveCondition","dwc","http://rs.tdwg.org/dwc/terms/reproductiveCondition",1,,,"John Wieczorek","2017-08-25"
"rightsholder","rightsHolder","dcterms","http://purl.org/dc/terms/rightsHolder",1,,,"John Wieczorek","2017-08-25"
"rio","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-10-23"
"río","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-10-23"
"river","waterBody","dwc","http://rs.tdwg.org/dwc/terms/waterBody",1,,,"John Wieczorek","2017-10-23"
"samplesizeunit","sampleSizeUnit","dwc","http://rs.tdwg.org/dwc/terms/sampleSizeUnit",1,,,"John Wieczorek","2017-08-25"
"samplesizevalue","sampleSizeValue","dwc","http://rs.tdwg.org/dwc/terms/sampleSizeValue",1,,,"John Wieczorek","2017-08-25"
"samplingeffort","samplingEffort","dwc","http://rs.tdwg.org/dwc/terms/samplingEffort",1,,,"John Wieczorek","2017-08-25"
"samplingprotocol","samplingProtocol","dwc","http://rs.tdwg.org/dwc/terms/samplingProtocol",1,,,"John Wieczorek","2017-08-25"
"scientificname","scientificName","dwc","http://rs.tdwg.org/dwc/terms/scientificName",1,,,"John Wieczorek","2017-08-25"
"scientificnameauthorship","scientificNameAuthorship","dwc","http://rs.tdwg.org/dwc/terms/scientificNameAuthorship",1,,,"John Wieczorek","2017-08-25"
"scientificnameid","scientificNameID","dwc","http://rs.tdwg.org/dwc/terms/scientificNameID",1,,,"John Wieczorek","2017-08-25"
"sex","sex","dwc","http://rs.tdwg.org/dwc/terms/sex",1,,,"John Wieczorek","2017-08-25"
"sexo","sex","dwc","http://rs.tdwg.org/dwc/terms/sex",1,,,"John Wieczorek","2017-10-24"
"species","specificEpithet","dwc","http://rs.tdwg.org/dwc/terms/specificEpithet",1,,,"John Wieczorek","2017-08-25"
"specificepithet","specificEpithet","dwc","http://rs.tdwg.org/dwc/terms/specificEpithet",1,,,"John Wieczorek","2017-08-25"
"startdayofyear","startDayOfYear","dwc","http://rs.tdwg.org/dwc/terms/startDayOfYear",1,,,"John Wieczorek","2017-08-25"
"state","stateProvince","dwc","http://rs.tdwg.org/dwc/terms/stateProvince",1,,,"John Wieczorek","2017-10-23"
"state/province","stateProvince","dwc","http://rs.tdwg.org/dwc/terms/stateProvince",1,,,"John Wieczorek","2017-10-23"
"stateprovince","stateProvince","dwc","http://rs.tdwg.org/dwc/terms/stateProvince",1,,,"John Wieczorek","2017-08-25"
"subespecie","infraspecificEpithet","dwc","http://rs.tdwg.org/dwc/terms/infraspecificEpithet",1,,,"John Wieczorek","2017-10-24"
"subfamily",,,,1,,"Can be mapped into dwc:higherClassification with other fields.","John Wieczorek","2017-08-25"
"subgenus","subgenus","dwc","http://rs.tdwg.org/dwc/terms/subgenus",1,,,"John Wieczorek","2017-08-25"
"subspecies","infraspecificEpithet","dwc","http://rs.tdwg.org/dwc/terms/infraspecificEpithet",1,,,"John Wieczorek","2017-08-25"
"substratum",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"taxonconceptid","taxonConceptID","dwc","http://rs.tdwg.org/dwc/terms/taxonConceptID",1,,,"John Wieczorek","2017-08-25"
"taxonid","taxonID","dwc","http://rs.tdwg.org/dwc/terms/taxonID",1,,,"John Wieczorek","2017-08-25"
"taxonomicstatus","taxonomicStatus","dwc","http://rs.tdwg.org/dwc/terms/taxonomicStatus",1,,,"John Wieczorek","2017-08-25"
"taxonrank","taxonRank","dwc","http://rs.tdwg.org/dwc/terms/taxonRank",1,,,"John Wieczorek","2017-08-25"
"taxonremarks","taxonRemarks","dwc","http://rs.tdwg.org/dwc/terms/taxonRemarks",1,,,"John Wieczorek","2017-08-25"
"tissuestorageid",,,,1,"FIMS",,"John Wieczorek","2017-08-25"
"type","type","dcterms","http://purl.org/dc/terms/type",1,,,"John Wieczorek","2017-08-25"
"typestatus","typeStatus","dwc","http://rs.tdwg.org/dwc/terms/typeStatus",1,,,"John Wieczorek","2017-08-25"
"verbatimcoordinates","verbatimCoordinates","dwc","http://rs.tdwg.org/dwc/terms/verbatimCoordinates",1,,,"John Wieczorek","2017-08-25"
"verbatimcoordinatesystem","verbatimCoordinateSystem","dwc","http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem",1,,,"John Wieczorek","2017-08-25"
"verbatimdepth","verbatimDepth","dwc","http://rs.tdwg.org/dwc/terms/verbatimDepth",1,,,"John Wieczorek","2017-08-25"
"verbatimelevation","verbatimElevation","dwc","http://rs.tdwg.org/dwc/terms/verbatimElevation",1,,,"John Wieczorek","2017-08-25"
"verbatimeventdate","verbatimEventDate","dwc","http://rs.tdwg.org/dwc/terms/verbatimEventDate",1,,,"John Wieczorek","2017-08-25"
"verbatimlatitude","verbatimLatitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLatitude",1,,,"John Wieczorek","2017-08-25"
"verbatimlocality","verbatimLocality","dwc","http://rs.tdwg.org/dwc/terms/verbatimLocality",1,,,"John Wieczorek","2017-08-25"
"verbatimlongitude","verbatimLongitude","dwc","http://rs.tdwg.org/dwc/terms/verbatimLongitude",1,,,"John Wieczorek","2017-08-25"
"verbatimsrs","verbatimSRS","dwc","http://rs.tdwg.org/dwc/terms/verbatimSRS",1,,,"John Wieczorek","2017-08-25"
"verbatimtaxonrank","verbatimTaxonRank","dwc","http://rs.tdwg.org/dwc/terms/verbatimTaxonRank",1,,,"John Wieczorek","2017-08-25"
