"verbatimDisposition","StandardDisposition","standard","checked"
"Exch. with Chee Foo Mus., through Rev. Geo. Cornwa",,0,0
"Exch. with Chee Foo Museum, 28 Jun 1901 by Rev. Ge",,0,0
"Exch. with Chee Foo Museum, June 28, 1901",,0,0
"Exch. with Chee Foo Museum, through Rev. Geo. Corn",,0,0
"Exch. with Chee Foo, China Mus. thro' Rev. Geo Cor",,0,0
"Exch. with Chee Foo, China, Mus., thro' Rev. Geo. ",,0,0
"Exch. with Chee-Foo Museum through Rev Geo. Cornwa",,0,0
"Exch. with Cleveland Feb. 1926",,0,0
"Exch. with Cleveland Mus, 1926",,0,0
"Exch. with Cleveland Mus, Feb 1926",,0,0
"Exch. with Cleveland Mus. Fab. 1928",,0,0
"Exch. with Cleveland Mus. Fb 1926",,0,0
"Exch. with Cleveland Mus. Feb 1926",,0,0
"Exch. with Cleveland Mus. Feb. 1926",,0,0
"Exch. with Cleveland Mus., Feb 1926",,0,0
"Exch. with Cleveland Museum Feb. 1926",,0,0
"Exch. with Cleveland Museum Feb. 1938",,0,0
"Exch. with Cleveland Museum, Feb 1926",,0,0
"Exch. with Cleveland Museum, Jun 1927",,0,0
"Exch. with Cleveland, Feb 1926",,0,0
"Exch. with Count von Berlepsch, Feb.'05",,0,0
"Exch. with D. Banys, May 16,'05",,0,0
"Exch. with D. Banys, May 16'05",,0,0
"Exch. with Dominion Mus, - N.Z.",,0,0
"Exch. with Dr. C.E. Hellmayr, München, Germany. Se",,0,0
"Exch. with Dr. E. Stresemann, Berlin Zoological Mu",,0,0
"Exch. with Dr. E.W. Nelson July 1925-Biol. Survey",,0,0
"Exch. with Dr. E.W. Nelson, July 1925-Biol. Survey",,0,0
"Exch. with Dr. E.W. Nelson, July 1925-Biol.Survey",,0,0
"Exch. with Dr. L.C. Sanford",,0,0
"Exch. with Dr. L.C. Sanford Collection, 28 May 195",,0,0
"Exch. with Dr. L.C. Sanford Feb. 1919",,0,0
"Exch. with Dr. L.C. Sanford Sept. [1913 illeg.]",,0,0
"Exch. with Dr. L.C. Sanford Sept. 1917",,0,0
"Exch. with Dr. L.C. Sanford, Feb 1919",,0,0
"Exch. with Dr. L.C. Sanford, Sep 1917",,0,0
"Exch. with Dr. L.C. Sanford, Sept. 1917",,0,0
"Exch. with Dr. L.C.Sanford, Sept.1917",,0,0
"Exch. with Dr. Rusly 7/8/96",,0,0
"Exch. with Dr. Streseman-Berlin Museum, May 1927",,0,0
"Exch. with Dr. Streseman-Berlin Museum-May 1927",,0,0
"Exch. with Dr. Stresemann - Berlin - May 1927",,0,0
"Exch. with Dr. Stresemann Berlin Mus.-May 1927",,0,0
"Exch. with Dr. Stresemann Berlin Museum - May 1927",,0,0
"Exch. with Dr. Stresemann Berlin Museum, May 1927",,0,0
"Exch. with Dr. Stresemann, Berlin Museum, May 1927",,0,0
"Exch. with Dr. Stresemann, Berlin Museum-May 1927",,0,0
"Exch. with Dr. Stresemann-Berlin Mus.-May 1927",,0,0
"Exch. with Dr. Stresemann-Berlin Museum-May 1927",,0,0
"Exch. with Dr. Stressemann-Berlin Museum-May 1927",,0,0
"Exch. with E. Lehn Schiöler, January 1927",,0,0
"Exch. with E. Lehn Schioler, Sent Jan. 1927",,0,0
"Exch. with E.N. Faulks for 78120, 16 Sep 1902",,0,0
"Exch. with E.T. Seton, Apr 1918",,0,0
"Exch. with E.T. Seton, April 1918",,0,0
"Exch. with E.T.Seton, April 1918",,0,0
"Exch. with Exch. dwith M.C.Z. July 1928 July 1928 ",,0,0
"Exch. with F.O. Johnson May 20, 1889",,0,0
"Exch. with Fuertes, 1906",,0,0
"Exch. with G. Kohn Nov 29/90",,0,0
"Exch. with G. Kohn Nov. 29/90",,0,0
"Exch. with H.B. Conover, Field Mus., 7 Oct 1929",,0,0
"Exch. with H.K. Coale Dec 4, 1913",,0,0
"Exch. with H.K. Coale- Illinois-Dec 4, 1924",,0,0
"Exch. with H.K. Coale Jan 1920",,0,0
"Exch. with H.K. Coale Jan. 1920",,0,0
"Exch. with H.K. Coale March '10",,0,0
"Exch. with H.K. Coale, 4 Dec 1913",,0,0
"Exch. with H.K. Coale, Chicago, Ill., 24 Apr 1907",,0,0
"Exch. with H.K. Coale, Dec 4, 1913",,0,0
"Exch. with H.K. Coale, Feb 18, '07",,0,0
"Exch. with H.K. Coale, Feb 18, '07; Given in excha",,0,0
"Exch. with H.K. Coale, Feb. 1910",,0,0
"Exch. with H.K. Coale, Illinois, 4 Dec 1924",,0,0
"Exch. with H.K. Coale, Illinois, 4 Dec 1925",,0,0
"Exch. with H.K. Coale, Jan 1920",,0,0
"Exch. with H.K. Coale, Jan. 1920",,0,0
"Exch. with H.K. Coale-Dec 4, 1924",,0,0
"Exch. with H.K. Coale-Illinois-Dec 4, 1924",,0,0
"Exch. with H.K. Coals, Jan 1920",,0,0
"Exch. with Im.Col.Agr. Japan Dec.'09",,0,0
"Exch. with Imp Col.Agr. Japan Dec.'09",,0,0
"Exch. with Imp Col.Agr. Japan Oct.'08",,0,0
"Exch. with Imp ConAgr. Japan, Dec,09",,0,0
"Exch. with Imp,Col.Agr. Japan Dec'09",,0,0
"Exch. with Imp,Col.Agr.Japan Dec.'09",,0,0
"Exch. with Imp. Col Agr. Japan, Oct 1908",,0,0
"Exch. with Imp. Col. Agr. Japan Dec.'09",,0,0
"Exch. with Imp. Col. Agr. Japan, Dec 1909",,0,0
"Exch. with Imp. Col. Agr. Japan, Oct 1908",,0,0
"Exch. with Imp. Col. Agr. Japan; Dec 1909",,0,0
"Exch. with Imp. Col. Agr., Japan, Dec '09",,0,0
"Exch. with Imp. Col. Agr., Japan, Oct. '08",,0,0
"Exch. with Imp. Col.Agr, Japan, Dec '09",,0,0
"Exch. with Imp. Col.Agr. Japan Dec.'09",,0,0
"Exch. with Imp. Col.Agr. Japan Oct.'08",,0,0
"Exch. with Imp. Col.Agr., Japan Dec. '09",,0,0
"Exch. with Imp. Col.Agr., Japan, Oct '08",,0,0
"Exch. with Imp. Coll. Agr. Japan Dec.'09",,0,0
"Exch. with Imp.Cal. Agr.-Japan Dec '09",,0,0
"Exch. with Imp.Co..Agr. Japan, Oct '08",,0,0
"Exch. with Imp.Co.Agr. Japan Oct '08",,0,0
"Exch. with Imp.Co.Agr., Japan, Oct '08",,0,0
"Exch. with Imp.Col. Agr. Japan, Oct '08",,0,0
"Exch. with Imp.Col.Agr. Dec.'09",,0,0
"Exch. with Imp.Col.Agr. Japan  Oct.'08",,0,0
"Exch. with Imp.Col.Agr. Japan Dec '08",,0,0
"Exch. with Imp.col.Agr. Japan Dec '09",,0,0
"Exch. with Imp.Col.Agr. Japan Dec. '09",,0,0
"Exch. with Imp.Col.Agr. Japan Dec.'08",,0,0
"Exch. with Imp.Col.Agr. Japan Dec.'09",,0,0
"Exch. with Imp.Col.Agr. Japan Dec'09",,0,0
"Exch. with Imp.Col.Agr. Japan Oct '08",,0,0
"Exch. with Imp.Col.Agr. Japan Oct. '08",,0,0
"Exch. with Imp.Col.Agr. Japan Oct.'08",,0,0
"Exch. with Imp.Col.Agr. Japan Oct'08",,0,0
"Exch. with Imp.Col.Agr. Japan, Dec '09",,0,0
"Exch. with Imp.Col.Agr. Japan, Dec.'08",,0,0
"Exch. with Imp.Col.Agr. Japan, Dec.'09",,0,0
"Exch. with Imp.Col.Agr. Japan, Dec'09",,0,0
"Exch. with Imp.Col.Agr. Japan, Oct '08",,0,0
"Exch. with Imp.Col.Agr. Japan, Oct. '08",,0,0
"Exch. with Imp.Col.Agr. Japan, Oct.'08",,0,0
"Exch. with Imp.Col.Agr. Japan, Oct.'09",,0,0
"Exch. with Imp.Col.Agr. Japan, Oct'08",,0,0
"Exch. with Imp.Col.Agr. Japan,Dec.'09",,0,0
"Exch. with Imp.Col.Agr. Japan,Oct.'08",,0,0
"Exch. with Imp.Col.Agr. Japan.'09",,0,0
"Exch. with Imp.Col.Agr. Japan'08",,0,0
"Exch. with Imp.Col.Agr. Oct.'08",,0,0
"Exch. with Imp.Col.Agr., Japan Dec '09",,0,0
"Exch. with Imp.Col.Agr., Japan Dec.'08",,0,0
"Exch. with Imp.Col.Agr., Japan Dec.'09",,0,0
"Exch. with Imp.Col.Agr., Japan Dec.'9",,0,0
"Exch. with Imp.Col.Agr., Japan Oct '08",,0,0
"Exch. with Imp.Col.Agr., Japan Oct. '08",,0,0
"Exch. with Imp.Col.Agr., Japan Oct.'08",,0,0
"Exch. with Imp.Col.Agr., Japan Oct'08",,0,0
"Exch. with Imp.Col.Agr., Japan, Dec '09",,0,0
"Exch. with Imp.Col.Agr., Japan, Dec. '09",,0,0
"Exch. with Imp.Col.Agr., Japan, Dec.'09",,0,0
"Exch. with Imp.Col.Agr., Japan, Oct '08",,0,0
"Exch. with Imp.Col.Agr., Japan, Oct. '08",,0,0
"Exch. with Imp.Col.Agr., Japan, Oct.'08",,0,0
"Exch. with Imp.Col.Agr.,Japan Dec.'09",,0,0
"Exch. with Imp.Col.Agr.Japan Oct.'08",,0,0
"Exch. with Imp.Col.Agr.Japan Oct'08",,0,0
"Exch. with Imp.Col.Agr.m Japan, Oct.'08",,0,0
"Exch. with Imp.Coll.Agr. Japan Dec.'09",,0,0
"Exch. with Imp.Coll.Agr. Japan Dec'09",,0,0
"Exch. with Imp.Coll.Agr. Japan Oct.'08",,0,0
"Exch. with Imp.Coll.Agr. Japan, Dec '09",,0,0
"Exch. with Imp.Coll.Agr. Japan, Dec.'09",,0,0
"Exch. with ImpCol.Age. Japan Dec.'09",,0,0
"Exch. with John E. Thayer, Lancaster, Mass., 25 Ju",,0,0
"Exch. with Kny - S. Co., Mar 1902",,0,0
"Exch. with L.A. Fuertes, 1906",,0,0
"Exch. with Louis Molnar Sept. 10,1890",,0,0
"Exch. with Louis Molnar Sept.Oct '09 [illeg.]",,0,0
"Exch. with Louis Molnar, Sept 10,1890",,0,0
"Exch. with M.C.Z July 1928",,0,0
"Exch. with M.C.Z, Jul 1928",,0,0
"Exch. with M.C.Z.",,0,0
"Exch. with M.C.Z. 1928",,0,0
"Exch. with M.C.Z. Julu 1928",,0,0
"Exch. with M.C.Z. July 1928",,0,0
"Exch. with M.C.Z. July, 1928",,0,0
"Exch. with M.C.Z. July1928",,0,0
"Exch. with M.C.Z., Jul 1928",,0,0
"Exch. with M.C.Z., July",,0,0
"Exch. with M.C.Z., July 1928",,0,0
"Exch. with Meinerzhagen June 1924",,0,0
"Exch. with Mr. A.C. O'Connor, 14 Jun 1929",,0,0
"Exch. with Mr. E.J. Seton, May 24, 1928",,0,0
"Exch. with Mr. E.T. Seton May 24, 1928",,0,0
"Exch. with Mr. E.T. Seton May 24,1928",,0,0
"Exch. with Mr. E.T. Seton, 24 May 1928",,0,0
"Exch. with Mr. E.T. Seton, May 24, 1908",,0,0
"Exch. with Mr. E.T. Seton, May 24, 1928",,0,0
"Exch. with Mr. E.T. Seton, May 24,1928",,0,0
"Exch. with Mr. E.T.Seton, May 24, 1928",,0,0
"Exch. with Mr. E.T.Seton, May 24,1928",,0,0
"Exch. with Mr.E.T. Seton May 24,1928",,0,0
"Exch. with Munich Mus. Oct. 1909",,0,0
"Exch. with Munich Mus. Oct.1909",,0,0
"Exch. with Munich, Oct. 1909",,0,0
"Exch. with Mus of Comp Zoology, Dec 1922",,0,0
"Exch. with Mus. Comp. Zoology, Dec 1922",,0,0
"Exch. with Mus. oc Comp. Zoology, Dec 1922",,0,0
"Exch. with Mus. of Comp. Zoo., Dec 1922",,0,0
"Exch. with Mus. of Comp. Zoology, Dec 1922",,0,0
"Exch. with Mus. Paulista Brazil, March 1917",,0,0
"Exch. with Museo Nacional de Historia Natural, Bue",,0,0
"Exch. with Museo Paulista, Brazil March 1917",,0,0
"Exch. with O. Bangs May 17,'05",,0,0
"Exch. with O. Bangs Sept 1918",,0,0
"Exch. with O. Bangs Sept 20 1918",,0,0
"Exch. with O. Bangs Sept 20, 1818",,0,0
"Exch. with O. Bangs Sept 20, 1918",,0,0
"Exch. with O. Bangs Sept 20, 1919",,0,0
"Exch. with O. Bangs Sept. 20, 1918",,0,0
"Exch. with O. Bangs, 16 May 1905",,0,0
"Exch. with O. Bangs, 20 Sep 1918",,0,0
"Exch. with O. Bangs, May 16,'05",,0,0
"Exch. with O. Bangs, Sept 1918",,0,0
"Exch. with O. Bangs, Sept 20 1918",,0,0
"Exch. with O. Bangs, Sept 20, 1918",,0,0
"Exch. with O. Bangs, Sept 29, 1918",,0,0
"Exch. with O. Bangs. Sept 20, 1918",,0,0
"Exch. with O. Banks Sept 20, 1918",,0,0
"Exch. with O. Banks, Sept 20, 1918",,0,0
"Exch. with O.Bangs Sept 20, 1918",,0,0
"Exch. with O.Bangs, Boston July 19006",,0,0
"Exch. with O.Bangs, Sept 20 1918",,0,0
"Exch. with O.Bangs, Sept 20, 1918",,0,0
"Exch. with Outram Bangs-Museum Comparative Zoology",,0,0
"Exch. with P.L. Sclater, Sep 1893",,0,0
"Exch. with Paris Museum June 13, 1928",,0,0
"Exch. with Paris Museum June 13,1928",,0,0
"Exch. with Paris Museum June 16, 1928",,0,0
"Exch. with Paris Museum, 13 Jun 1928",,0,0
"Exch. with Paris Museum, June 13, 1928",,0,0
"Exch. with Paris Museum, June 13,1928",,0,0
"Exch. with Phia.Acad.Nat.Sci. July 1928",,0,0
"Exch. with Phil. Academy of Nat. Sciences, Jul 192",,0,0
"Exch. with Phila Acad. Nat. Sci. July 1928",,0,0
"Exch. with Phila Acad. Nat.Sci. July 1928",,0,0
"Exch. with Phila Acad.Nat.Sci., July 1928",,0,0
"Exch. with Phila Acad.Nat.Sci., July, 1928",,0,0
"Exch. with Phila. Acad. Nat Sci., Jul 1928",,0,0
"Exch. with Phila. Acad. Nat. Sci. July 1928",,0,0
"Exch. with Phila. Acad. Nat. Sci., Jul 192[illeg]",,0,0
"Exch. with Phila. Acad. Nat. Sci., Jul 1925",,0,0
"Exch. with Phila. Acad. Nat. Sci., Jul 1928",,0,0
"Exch. with Phila. Acad. Nat. Sci., July 1926",,0,0
"Exch. with Phila. Acad. Nat. Sci., July 1928",,0,0
"Exch. with Phila. Acad. Nat. Sciences, Jul 1928",,0,0
"Exch. with Phila. Acad. of Nat Sci., Jul 1928",,0,0
"Exch. with Phila. Acad. of Nat. Sci., Jul 1928",,0,0
"Exch. with Phila. Acad. of Nat. Sciences, Jul 1928",,0,0
"Exch. with Phila. Acad. Sci., Jul 1928",,0,0
"Exch. with Phila. Acad.Nat.Sci. July 1928",,0,0
"Exch. with Phila. Academy Nat. Sci., Jul 1928",,0,0
"Exch. with Phila. Academy of Nat. Sciences, Jul 19",,0,0
"Exch. with Phila. Academy of Natural Sciences, Jul",,0,0
"Exch. with Phila.Acad. Nat.Sci. July 1928",,0,0
"Exch. with Phila.Acad.Na.Sci. July 1928",,0,0
"Exch. with Phila.Acad.Nat. Sci., July 1928",,0,0
"Exch. with Phila.Acad.Nat.Hist. July 1928",,0,0
"Exch. with Phila.Acad.Nat.Mus. July 1928",,0,0
"Exch. with Phila.Acad.Nat.Sci, July 1928",,0,0
"Exch. with Phila.Acad.Nat.Sci.",,0,0
"Exch. with Phila.Acad.Nat.Sci. July 1928",,0,0
"Exch. with Phila.Acad.Nat.Sci. July 1928 July 1928",,0,0
"Exch. with Phila.Acad.Nat.Sci. July, 1928",,0,0
"Exch. with Phila.Acad.Nat.Sci., July 1928",,0,0
"Exch. with Phila.Acad.Nt.Sci. July 1928",,0,0
"Exch. with PhilaAcad.Nat.Sci. July 1928",,0,0
"Exch. with R. Meinerhazen [illeg.] June 1981 [ille",,0,0
"Exch. with R. Meinerznagen June 1924",,0,0
"Exch. with R. Meineznagen, June 1924",,0,0
"Exch. with R. Meinherznagen, June 1924",,0,0
"Exch. with R. Meterzharen [illeg.] June 1924",,0,0
"Exch. with Rosenberg, Aug 1929",,0,0
"Exch. with Rosenberg-Aug. 26, 1928",,0,0
"Exch. with Rothschild Coll. when coll rec'd to AMN",,0,0
"Exch. with S.G. Je[illeg]ett, 28 Oct 1926",,0,0
"Exch. with S.G. Jewett-Oct 1926",,0,0
"Exch. with S.I. Nov 27,1889",,0,0
"Exch. with S.I. Nov. 27,1889",,0,0
"Exch. with S.I. Nov.27,1889",,0,0
"Exch. with Southwick,Feb 27.'91",,0,0
"Exch. with Stockholm Mus, 14 Jun 1929",,0,0
"Exch. with Stockholm Mus, June 14, 1929",,0,0
"Exch. with Stockholm Mus. June 14 1929",,0,0
"Exch. with Stockholm Mus. June 14, 1929",,0,0
"Exch. with Stockholm Mus. June 29, 1929",,0,0
"Exch. with Stockholm Mus., 14 Jun 1929",,0,0
"Exch. with Stockholm Mus., June 14 1929",,0,0
"Exch. with Stockholm Mus., June 14, 1929",,0,0
"Exch. with Stockholm Mus., June 14,1929",,0,0
"Exch. with Stockholm Mus., June 14. 1929",,0,0
"Exch. with Stockholm Mus., June 1929",,0,0
"Exch. with Stockholm N.H. Mus., May 1927",,0,0
"Exch. with Stockholm N.H. Museum, May 1927",,0,0
"Exch. with Stockholm Natural History Museum, May 1",,0,0
"Exch. with The Chee Foo Mus., China, through Rev. ",,0,0
"Exch. with Todd, Aug 21, 1919",,0,0
"Exch. with Transvaal Mus.",,0,0
"Exch. with Tring Mus. , July 9, 1928",,0,0
"Exch. with Tring Mus. 9 Jul 1928",,0,0
"Exch. with Tring Mus. July 1928",,0,0
"Exch. with Tring Mus. July 7, 1928",,0,0
"Exch. with Tring Mus. July 9, 1928",,0,0
"Exch. with Tring Mus.- July 9, 1928",,0,0
"Exch. with Tring Mus., July 1928",,0,0
"Exch. with Tring Mus., July 9, 1928",,0,0
"Exch. with Tring Museeum, July 9, 1928",,0,0
"Exch. with Tring Museum July 7, 1928",,0,0
"Exch. with Tring Museum July 9, 1928",,0,0
"Exch. with Tring Museum, [illeg] Jul 1927",,0,0
"Exch. with Tring Museum, 9 Jul 1928",,0,0
"Exch. with Tring Museum, Jan 9, 1928",,0,0
"Exch. with Tring Museum, July 1928",,0,0
"Exch. with Tring Museum, July 7, 1928",,0,0
"Exch. with Tring Museum, July 9, 1928",,0,0
"Exch. with Tring Museum, May 1927",,0,0
"Exch. with Tring Museum, May1927",,0,0
"Exch. with Tring Museum-May 1927",,0,0
"Exch. with Tring, July 9, 1928",,0,0
"Exch. with U.S. Nat. Museum, Feb 18, 1925",,0,0
"Exch. with U.S. National Mus., 18 Feb 1925",,0,0
"Exch. with U.S. National Museum - Feb. 18, 1925",,0,0
"Exch. with U.S. National Museum Feb 18, 1925",,0,0
"Exch. with U.S. National Museum Feb 18,1925",,0,0
"Exch. with U.S. National Museum, 18 Feb 1925",,0,0
"Exch. with U.S. National Museum, 19 Jan 1927",,0,0
"Exch. with U.S. National Museum, Feb 18, 1925",,0,0
"Exch. with U.S. National Museum-Feb 18, 1925",,0,0
"Exch. with U.S. Nat'l Museum Feb 18, 1925",,0,0
"Exch. with U.S. Nat'l Museum, Feb 18, 1925",,0,0
"Exch. with U.S. Natl. Museum, Feb 18, 1925",,0,0
"Exch. with U.S.N.M. - Aug 1961",,0,0
"Exch. with U.S.N.M.-Aug 1961",,0,0
"Exch. with U.SD. National Mus., Feb 18, 1925",,0,0
"Exch. with Vienna Museum, 7 Feb. 1973",,0,0
"Exch. with W.C. Todd, Jul 1924",,0,0
"Exch. with W.O. Wheeler, May 1924",,0,0
"Exch. with Zool. Museum, Amsterdam, Netherlands, A",,0,0
"Exch.-Dr. Stresemann-Berlin Museum-May 1927",,0,0
"Exch.-Peabody Mus., Jan. 1950",,0,0
"Exch.Phila. Acad.Nat.Sci.",,0,0
"Exch.Phila.Acad.Nat.Sci.",,0,0
"Exch.-Senekenberg Museum-Dec 1926",,0,0
"Exch.-Stockholm N.H. Museum, May 1927",,0,0
"Exch.-Stockholm Nat. Hist. Museum, May 1927",,0,0
"Exch.-Stockholm Natl Hist. Museum, May 1927",,0,0
"Exch.-Stockholm Natl. History Museum, May 1927",,0,0
"Exch.-Tacka pausha Museum",,0,0
"Exch.-Tackapausha Museum",,0,0
"Exch.Tring Mus. England July,1906",,0,0
"Exch.-U. of Florida-1967",,0,0
"Exch.W.F.H. Rosenberg, Feb 1921",,0,0
"Exch.W.F.H. Rosenberg, Feb 1921; Exchange to Carng",,0,0
"Exch.W.F.H. Rosenberg, Feb 1921; Exchanged to Nati",,0,0
"Exch: Delaware Mus. Nat. Hist.",,0,0
"Exch: Delaware Museum N",,0,0
"EXCH: DELAWARE MUSEUM N.H.",,0,0
"Exchaged to Chicago Mus.",,0,0
"Exchang to Chicago Mus.",,0,0
"Exchange - A.M. Peklo - Russia, 1973",,0,0
"Exchange - A.M. Peklo-Reissia",,0,0
"Exchange - Auckland Mus. 20 Apr 1950",,0,0
"Exchange - Auckland Mus., April 20, 1950",,0,0
"Exchange - Auckland Museum, April 20, 1950",,0,0
"Exchange - Chicago Museum",,0,0
"Exchange - Dr Carlos Alberti Campos Seabra, 1965",,0,0
"Exchange - Dr. Carlos Alberti Campos Seabra, 1965",,0,0
"Exchange - Fla. State Museum - 7/22/74",,0,0
"Exchange - Peklo - Russia",,0,0
"Exchange - Tackapausha Museum",,0,0
"Exchange - Univ. of Costa Rica",,0,0
"Exchange ????[illeg.], Dec'09",,0,0
"Exchange A.M. Peklo-Rossia [?]",,0,0
"Exchange Auckland Museum, April 20, 1950",,0,0
"Exchange Brit. Mus. Sept. 1927",,0,0
"Exchange Brit. Mus., Sept 1927",,0,0
"Exchange Chicago Natural History Museum, 20 Apr 19",,0,0
"Exchange Chicago Natural History Museum, 6 Aug 195",,0,0
"Exchange Cleveland Mus. Feb 1926",,0,0
"Exchange Cleveland Museum June 1923",,0,0
"Exchange Cleveland Museum June 1927",,0,0
"Exchange Cleveland Museum, Jun 1923",,0,0
"Exchange Cleveland Museum, June 1923",,0,0
"Exchange D.A. Coh[illeg], 20 Oct 1903",,0,0
"Exchange D.A. Cohen, 20 Oct 1903",,0,0
"Exchange Delaware Mus. N.H.",,0,0
"Exchange Delaware Museum N.H.",,0,0
"Exchange Delaware Museum, N.H.",,0,0
"Exchange Dr. Stresemann-Berlin Museum-May 1927",,0,0
"Exchange Durban Museum",,0,0
"Exchange dwith H.K. Coale, Feb. 1910",,0,0
"Exchange dwith Phila Academy Nat. Sci., July 1928",,0,0
"Exchange dwith S.G. Jewett, Oct. 28, 1926",,0,0
"Exchange dwith Tring Mus., July 9, 1928",,0,0
"Exchange F.M. Chapman 1925",,0,0
"Exchange F.M. Chapman, April 1925",,0,0
"Exchange Field Mus., Nov 1922",,0,0
"Exchange Fla. State Museum, 22 Jul 1974",,0,0
"Exchange Florence Mus.",,0,0
"Exchange Florence Museum",,0,0
"Exchange from Berlin Zool. Mus., Nov 6, 1930",,0,0
"Exchange Geo. Mason, July 1922",,0,0
"Exchange H.B. Hough, Ontario, Canada, Nov 1966",,0,0
"Exchange Iowa St. U., 1967",,0,0
"Exchange Iowa State U., 1967",,0,0
"Exchange -Iowa State University-May 1967",,0,0
"Exchange Museo de Zoologia Univ. Nac. Aut. de Mexi",,0,0
"Exchange Museo de Zoologia, Univ. Nacional Aut. de",,0,0
"Exchange Museum of South Western Biology 8/2002",,0,0
"Exchange Museum of Southwestern Biology 8/2/2002",,0,0
"Exchange Museum of Southwestern Biology 8/2002",,0,0
"Exchange Museum of Southwestern Biology 812002",,0,0
"Exchange Museum of Southwestern Biology Aug 2002",,0,0
"Exchange Museum of Southwestern Biology, 8/2002",,0,0
"Exchange Museum of Southwestern Biology, Aug 2002",,0,0
"Exchange Museum of Southwestern Biology; 8/2002",,0,0
"Exchange O. Bangs, April 1,'09",,0,0
"Exchange Peabody Mus., Jan 1950",,0,0
"Exchange -Peabody Mus., Jan 1950",,0,0
"Exchange Peabody Museum,m Jan 1950",,0,0
"Exchange Phil. Acad. Nat. Sci. NO",,0,0
"Exchange Princeton Mus. Jan 1926",,0,0
"Exchange Princeton Mus. Z., Jan 1926",,0,0
"Exchange R.C. McGregor",,0,0
"Exchange sent Mus. Comparative Zoology, July 22, 1",,0,0
"Exchange sent to Berlin Zool. Mus., Jan 8, 1932",,0,0
"Exchange sent to Bishop Mus., Jan 21, 1932",,0,0
"Exchange sent to Bishop Museum, Jan 21 1932",,0,0
"Exchange sent to Bishop Museum, Jan 21, 1932",,0,0
"Exchange sent to Cleveland Mus. Jan 6, 1932",,0,0
"Exchange sent to Cleveland Mus. Jan. 6 1932",,0,0
"Exchange sent to Cleveland Mus. Jan. 6, 1932",,0,0
"Exchange sent to Cleveland Mus., Jan 6, 1932",,0,0
"Exchange sent to J. Berliez-Oct 26, 1932",,0,0
"Exchange sent to J. Berlioz, Oct 26, 1932",,0,0
"Exchange sent to J. Berlioz-Oct 26, 1932",,0,0
"Exchange sent to Swedish Mus. Dec 12, 1931",,0,0
"Exchange sent to U.S. National Home",,0,0
"Exchange sent to U.S. National Museum",,0,0
"Exchange Stockholm N.H. Museum, May 1927",,0,0
"Exchange Stockholm N.H. Museum-May 1927",,0,0
"Exchange Stockholm, N.B. Museum-May 1927",,0,0
"Exchange to Academy of Nat. Sciences, April 1928",,0,0
"Exchange to Academy of Nat.Sciences, April 1928",,0,0
"Exchange to Academy of National Sciences, April 19",,0,0
"Exchange to Academy of Natural Sciences, April 192",,0,0
"Exchange to Alex Walker, 1961",,0,0
"Exchange to Australian Museum, N.S. Wales, Austral",,0,0
"Exchange to Australion Museum, New South Wales, Au",,0,0
"Exchange to Bishop Museum, April 1928",,0,0
"Exchange to Brit. Museum Nat'l Hist, London",,0,0
"Exchange to Brit. Museum Nat'l Hist., London",,0,0
"Exchange to British Museum, April 1969",,0,0
"Exchange to British Museum, Sept 1921",,0,0
"Exchange to Carnegie Mus. Jan 1932",,0,0
"Exchange to Carnegie Mus., Jan 1932",,0,0
"Exchange to Carnegie Museum, Jan 1932",,0,0
"Exchange to Chicago Mus.",,0,0
"Exchange to Dr. Campos Seabra 4/71",,0,0
"Exchange to Dr. Campos Seabra, 4/71",,0,0
"Exchange to Dr. Campos Seabre, 4/71",,0,0
"Exchange to Dr. Carmago, Saõ Paulo Museum, Nov. 5,",,0,0
"Exchange to Dr. H. Sick, Rio de Janeiro, Brazil, A",,0,0
"Exchange to Dr. W.H. Phelps, June 1959",,0,0
"Exchange to Florida State University, 14 Oct 1963",,0,0
"Exchange to Gorgas Mem. Laboratory, Dr. Amadon 9/2",,0,0
"Exchange to Herbert Zeidlar, Feb. 10, 1956",,0,0
"Exchange to Herbert Zeidler, Feb 10 1956",,0,0
"Exchange to Herbert Zeidler, Feb 10, 1956",,0,0
"Exchange to Herbert Zerdler, Feb 10, 1956",,0,0
"Exchange to Herbert Zoidler, Feb 10 1956",,0,0
"Exchange to Leningrad Museum, March 1983 LLS",,0,0
"Exchange to Louis State Univ., Mar 1975",,0,0
"Exchange to Louisiana State Univ., Dr. George H. L",,0,0
"Exchange to MNH, Univ. Com. LLS- Mar 1984",,0,0
"Exchange to Moore Lab. Zool. - Occid Co., 1/20/76",,0,0
"Exchange to Mr. Dieter Blyrae, Germany, Dr. Short,",,0,0
"Exchange to Mr. Phelps, 12/1/72",,0,0
"Exchange to Mr. Staurs Olson",,0,0
"Exchange to Museeo de Zoologia, Univ. Nac. Aut. de",,0,0
"Exchange to Museo Argentina de Ciencias Naturales,",,0,0
"Exchange to Museo de Zodogia Univ. Nac. Aut. de Me",,0,0
"Exchange to Museo de Zoologia Univ. Nac. Aut de Me",,0,0
"Exchange to Museo de Zoologia Univ. Nac. Aut. de M",,0,0
"Exchange to Museo de Zoologia Univ. Nac. Aut.de Me",,0,0
"Exchange to Museo de Zoologia Univ. Nac. de Mexico",,0,0
"Exchange to Museo de Zoologia Univ. Nac.Aut. de Me",,0,0
