verbatimTypeStatus	standardTypeStatus	standard	checked
Holotype of Oryzomys xanthaeolus xanthaeolus (The Coryndon Museum)	holotype	0	1
Holotype of Osbornictis piscivora	holotype	0	1
Holotype of Osgoodomys banderanus ((Allen))	holotype	0	1
HOLOTYPE OF OSTINOPS DECUMANUS MELANTERUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 3, PUBLISHED 22 JANUARY 1917.	holotype	0	1
HOLOTYPE OF OSTINOPS SINCIPITALIS AUSTRALIS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 3, PUBLISHED 22 JANUARY 1917.	holotype	0	1
Holotype of Otomys maximus (Rhoads)	holotype	0	1
Holotype of Otonyctomys hatti	holotype	0	1
Holotype of Ototylomys phyllotis phyllotis (Merriam)	holotype	0	1
Holotype of Otus asio cardonensis	holotype	0	1
HOLOTYPE OF OTUS ASIO SEMPLEI, SUTTON, G. M., AND T. D. BURLEIGH. 1939. A NEW SCREECH OWL FROM NUEVO LEON **LISTED INCORRECTLY AS 13 FEB**. AUK, 174-175. PAGE 174, PUBLISHED APRIL 1939.	holotype	0	1
HOLOTYPE OF OTUS SCOPS NIVOSUS, KEITH, S., AND A. TWOMEY. 1968. NEW DISTRIBUTIONAL RECORDS OF SOME EAST AFRICAN BIRDS. IBIS, 537-548. PAGE 538, PUBLISHED 1 OCTOBER 1968.	holotype	0	1
Holotype of Ovis dalli kenaiensis	holotype	0	1
Holotype of Ovis dalli stonei (Allen)	holotype	0	1
Holotype of Ovis nivicola (Eschscholtz)	holotype	0	1
Holotype of Oxymycterus hucucha	holotype	0	1
Holotype of Oxymycterus incae juliacae (Allen)	holotype	0	1
Holotype of Pachycephalopsis hattamensis insularis	holotype	0	1
HOLOTYPE OF PACHYDACTYLUS BIBRONII PULITZERAE, SCHMIDT, 1933, ANN. CARNEGIE MUS., 22:6	holotype	0	1
HOLOTYPE OF PACHYSYLVIA OCHRACEICEPS VIRIDIOR, TODD, W. E. C. 1929. A REVIEW OF THE VIREONINE GENUS PACHYSYLVIA. PROC. BIOL. SOC. WASH., 181-206. PAGE 194, PUBLISHED 16 JULY 1929.	holotype	0	1
HOLOTYPE OF PACHYSYLVIA SEMICINEREA VIRIDICEPS, TODD, W. E. C. 1929. A REVIEW OF THE VIREONINE GENUS PACHYSYLVIA. PROC. BIOL. SOC. WASH., 181-206. PAGE 191, PUBLISHED 16 JULY 1929.	holotype	0	1
Holotype of Paguma larvata hainana (The Coryndon Museum)	holotype	0	1
HOLOTYPE OF PALUDICOLA PUSILLA	holotype	0	1
Holotype of Panthera leo azandicus ((Allen))	holotype	0	1
Holotype of Panthera leo vernayi ((Rhoads))	holotype	0	1
Holotype of Panthera onca onca ((Linneaus))	holotype	0	1
Holotype of Panthera onca peruvianus ((Blainville))	holotype	0	1
Holotype of Panthera pardus	holotype	0	1
HOLOTYPE OF PARAGEHYRA GABRIELLAE	holotype	0	1
Holotype of Paraleptomys wilhelmina	holotype	0	1
Holotype of Paranyctimene raptor (Tate, 1942)	holotype	0	1
HOLOTYPE OF PAROEDURA KARSTOPHILA	holotype	0	1
HOLOTYPE OF PAROEDURA MAINGOKA	holotype	0	1
HOLOTYPE OF PAROEDURA MASOBE	holotype	0	1
HOLOTYPE OF PAROEDURA TANJAKA	holotype	0	1
HOLOTYPE OF PAROEDURA VAHINY	holotype	0	1
HOLOTYPE OF PAROEDURA VAZIMBA	holotype	0	1
Holotype of Passerculus rostratus anulus	holotype	0	1
HOLOTYPE OF PASSERELLA ILIACA STEPHENSI, ANTHONY, A. W. 1895. NEW RACES OF COLAPTES AND PASSERELLA FROM THE PACIFIC COAST. AUK, 347-349. PAGE 348, PUBLISHED OCTOBER 1895.	holotype	0	1
Holotype of Pecari tajacu patira (Kerr)	holotype	0	1
Holotype of Pellorneum ruficeps victoriae	holotype	0	1
HOLOTYPE OF PENELOPE ARGYROTIS OLIVACEICEPS, TODD, W. E. C. 1932. CRITICAL NOTES ON THE CRACIDAE. PROC. BIOL. SOC. WASH., 209-214. PAGE 210, PUBLISHED 26 NOVEMBER 1932.	holotype	0	1
HOLOTYPE OF PENELOPE COLOMBIANA, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 213, PUBLISHED 20 MAY 1912.	holotype	0	1
HOLOTYPE OF PENELOPE JACQUACU ORIENTICOLA, TODD, W. E. C. 1932. CRITICAL NOTES ON THE CRACIDAE. PROC. BIOL. SOC. WASH., 209-214. PAGE 211, PUBLISHED 26 NOVEMBER 1932.	holotype	0	1
HOLOTYPE OF PENELOPE SPECIOSA, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 82, PUBLISHED 13 APRIL 1915.	holotype	0	1
Holotype of Peneothello cryptoleucus maximus (Diamond, 1985)	holotype	0	1
HOLOTYPE OF PENTHESTES ATRICAPILLUS ANAMESUS, TODD, W. E. C. 1938. TWO NEW RACES OF NORTH AMERICAN BIRDS. AUK, 116-118. PAGE 116, PUBLISHED JANUARY 1938.	holotype	0	1
HOLOTYPE OF PENTHESTES CAROLINENSIS EXTIMUS, TODD, W. E. C., AND G. M. SUTTON. 1936. TAXONOMIC REMARKS ON THE CAROLINA CHICKADEE, PENTHESTES CAROLINENSIS. PROC. BIOL. SOC. WASH., 69-70. PAGE 70, PUBLISHED 3 JULY 1936.	holotype	0	1
HOLOTYPE OF PENTHESTES HUDSONICUS LABRADORIUS, TODD, W. E. C. 1950. A NEW RACE OF HUDSONIAN CHICKADEE. ANNALS CARNEGIE MUSEUM, 333-334. PAGE 333, PUBLISHED 27 OCTOBER 1950.	holotype	0	1
Holotype of Perognathus californicus femoralis	holotype	0	1
Holotype of Perognathus flavus	holotype	0	1
Holotype of Perognathus merriami mearnsi (Allen)	holotype	0	1
Holotype of Perognathus merriami merriami (Allen)	holotype	0	1
Holotype of Peromyscus attwateri	holotype	0	1
Holotype of Peromyscus aztecus evides (Osgood)	holotype	0	1
Holotype of Peromyscus aztecus oaxacensis (Merriam)	holotype	0	1
Holotype of Peromyscus boylii rowleyi	holotype	0	1
Holotype of Peromyscus boylii rowleyi ((Allen))	holotype	0	1
Holotype of Peromyscus crinitus auripectus ((Allen))	holotype	0	1
Holotype of Peromyscus difficilis ((Allen))	holotype	0	1
Holotype of Peromyscus eremicus cedrosensis	holotype	0	1
Holotype of Peromyscus eremicus cedrosensis (Allen)	holotype	0	1
Holotype of Peromyscus eremicus fraterculus ((Miller))	holotype	0	1
Holotype of Peromyscus furvus	holotype	0	1
Holotype of Peromyscus grandis	holotype	0	1
Holotype of Peromyscus leucopus arizonae	holotype	0	1
Holotype of Peromyscus leucopus arizonae ((Allen))	holotype	0	1
Holotype of Peromyscus leucopus lachiguiriensis	holotype	0	1
Holotype of Peromyscus leucopus texanus ((Woodhouse))	holotype	0	1
Holotype of Peromyscus leucopus tormilla (Mearns)	holotype	0	1
Holotype of Peromyscus maniculatus artemisiae ((Rhoads))	holotype	0	1
Holotype of Peromyscus maniculatus cineritius	holotype	0	1
Holotype of Peromyscus maniculatus cineritius (Allen)	holotype	0	1
Holotype of Peromyscus maniculatus dubius	holotype	0	1
Holotype of Peromyscus maniculatus dubius (Allen)	holotype	0	1
Holotype of Peromyscus maniculatus exiguus	holotype	0	1
Holotype of Peromyscus maniculatus exiguus (Allen)	holotype	0	1
Holotype of Peromyscus maniculatus gambelii ((Baird))	holotype	0	1
Holotype of Peromyscus maniculatus geronimensis (Allen)	holotype	0	1
Holotype of Peromyscus maniculatus osgoodi (Mearns)	holotype	0	1
Holotype of Peromyscus maniculatus pallescens	holotype	0	1
Holotype of Peromyscus maniculatus pallescens (Allen)	holotype	0	1
Holotype of Peromyscus maniculatus sonoriensis ((Le Conte))	holotype	0	1
Holotype of Peromyscus maniculatus thurberi	holotype	0	1
Holotype of Peromyscus melanotis	holotype	0	1
Holotype of Peromyscus mexicanus	holotype	0	1
Holotype of Peromyscus mexicanus ((Saussure))	holotype	0	1
Holotype of Peromyscus mexicanus nudipes	holotype	0	1
Holotype of Peromyscus nasutus ((Allen))	holotype	0	1
Holotype of Peromyscus polionotus niveiventris	holotype	0	1
Holotype of Peromyscus polionotus penninsularis	holotype	0	1
Holotype of Peromyscus polionotus subgriseus ((Chapman))	holotype	0	1
Holotype of Peromyscus spicilegus	holotype	0	1
Holotype of Peromyscus truei martirensis	holotype	0	1
Holotype of Peromyscus truei martirensis ((Allen))	holotype	0	1
Holotype of Peromyscus yucatanicus	holotype	0	1
Holotype of Peropteryx macrotis trinitatis (Miller)	holotype	0	1
Holotype of Petaurista philippensis ((Elliot))	holotype	0	1
Holotype of Petaurista philippensis stockleyi (Carter)	holotype	0	1
Holotype of Petaurus breviceps flavidus (Tate & Archbold)	holotype	0	1
Holotype of Petaurus breviceps tafa (Tate & Archbold)	holotype	0	1
Holotype of Petinomys setosus morrisi ((Carter))	holotype	0	1
HOLOTYPE OF PHAEOCHROA CUVIERII NOTIA, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA **INCORRECTLY LISTED AS CM 52769**. PROC. BIOL. SOC. WASH., 3-6. PAGE 5, PUBLISHED 22 JANUARY 1917.	holotype	0	1
HOLOTYPE OF PHAETHORNIS SUPERCILIOSUS INSIGNIS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 246, PUBLISHED 16 NOVEMBER 1937.	holotype	0	1
Holotype of Phalanger orientalis mimicus (The Coryndon Museum)	holotype	0	1
Holotype of Phalanger orientalis orientalis ((Pallas))	holotype	0	1
Holotype of Phalanger orientalis peninsulae	holotype	0	1
Holotype of Phalanger sericeus occidentalis	holotype	0	1
Holotype of Phaner furcifer electromontis	holotype	0	1
Holotype of Phaner furcifer pallescens	holotype	0	1
Holotype of Phascolosorex dorsalis whartoni ((Tate & Archbold))	holotype	0	1
HOLOTYPE OF PHELSUMA ANTANOSY	holotype	0	1
HOLOTYPE OF PHELSUMA MALAMAKIBO	holotype	0	1
HOLOTYPE OF PHELSUMA MASOHOALA	holotype	0	1
Holotype of Phenacomys intermedius intermedius (Merriam)	holotype	0	1
HOLOTYPE OF PHEUGOPEDIUS FASCIATO-VENTRIS COGNATUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 13 APRIL 1915.	holotype	0	1
HOLOTYPE OF PHEUGOPEDIUS GENIBARBIS BOLIVIANUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.	holotype	0	1
HOLOTYPE OF PHEUGOPEDIUS MACRURUS ANNECTENS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 205, PUBLISHED 20 MAY 1912.	holotype	0	1
HOLOTYPE OF PHEUGOPEDIUS RUTILUS INTENSUS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 10, PUBLISHED 2 APRIL 1932.	holotype	0	1
HOLOTYPE OF PHEUGOPEDIUS RUTILUS INTERIOR, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 9, PUBLISHED 2 APRIL 1932.	holotype	0	1
Holotype of Philander opossum fuscogriseus ((Allen))	holotype	0	1
Holotype of Philander opossum grisescens ((Allen))	holotype	0	1
HOLOTYPE OF PHILAUTUS HAZELAE, TAYLOR, 1920, PHILIPPINE JOUR. SCI., 16:298	holotype	0	1
HOLOTYPE OF PHILYDOR ERYTHROCERCUS SUBOLES, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 39, PUBLISHED 15 OCTOBER 1948.	holotype	0	1
HOLOTYPE OF PHILYDOR FULVESCENS, TODD, W. E. C. 1950. TWO APPARENTLY NEW OVEN-BIRDS FROM COLOMBIA. PROC. BIOL. SOC. WASH., 85-88. PAGE 86, PUBLISHED 25 MAY 1950.	holotype	0	1
HOLOTYPE OF PHLEGOPSIS ERYTHROPTERA USTULATA, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 175, PUBLISHED 2 DECEMBER 1927.	holotype	0	1
Holotype of Phoca hispida ochotensis (Pallas)	holotype	0	1
Holotype of Phocoenoides dalli ((True))	holotype	0	1
HOLOTYPE OF PHOENICOTHRAUPIS RUBICA COCCINEA, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 113, PUBLISHED 27 JUNE 1919.	holotype	0	1
HOLOTYPE OF PHOENICOTHRAUPIS RUBIGINOSUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 3, PUBLISHED 22 JANUARY 1917.	holotype	0	1
HOLOTYPE OF PHOETHORNIS ADOLPHI SATURATUS, RIDGWAY, R. 1910. DIAGNOSES OF NEW FORMS OF MICROPODIDAE AND TROCHILIDAE. PROC. BIOL. SOC. WASH., 53-56. PAGE 54, PUBLISHED 19 APRIL 1910.	holotype	0	1
HOLOTYPE OF PHOETHORNIS STRIIGULARIS IGNOBILIS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.	holotype	0	1
HOLOTYPE OF PHOETHORNIS SUBOCHRACEUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF SEVEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 169-170. PAGE 170, PUBLISHED 29 NOVEMBER 1915.	holotype	0	1
HOLOTYPE OF PHRYNOHYAS INGENS	holotype	0	1
HOLOTYPE OF PHYLLOBATES BROMELICOLA	holotype	0	1
HOLOTYPE OF PHYLLOBATES NUBICOLA	holotype	0	1
HOLOTYPE OF PHYLLODACTYLUS DAVISI	holotype	0	1
HOLOTYPE OF PHYLLODACTYLUS DUELLMANI	holotype	0	1
HOLOTYPE OF PHYLLODACTYLUS PAUCITUBERCULATUS	holotype	0	1
Holotype of Phylloderma stenops septentrionalis (Goodwin, 1940)	holotype	0	1
Holotype of Phyllonycteris major (Anthony, 1917)	holotype	0	1
Holotype of Phyllops falcatus haitiensis ((Allen))	holotype	0	1
Holotype of Phyllops vetus	holotype	0	1
HOLOTYPE OF PHYLLOSCARTES VIRESCENS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 95, PUBLISHED 15 JULY 1925.	holotype	0	1
Holotype of Phylloscopus trivirgatus parvirostris	holotype	0	1
Holotype of Phyllostomus hastatus panamensis	holotype	0	1
Holotype of Phyllostomus hastatus panamensis (Allen)	holotype	0	1
Holotype of Phyllotis andium (The Coryndon Museum)	holotype	0	1
Holotype of Phyllotis haggardi (The Coryndon Museum)	holotype	0	1
Holotype of Phyllotis osilae osilae (Allen)	holotype	0	1
HOLOTYPE OF PIAYA CAYANA INEXPECTATA, TODD, W. E. C. 1947. THE VENEZUELAN RACES OF PIAYA CAYANA. PROC. BIOL. SOC. WASH., 59-60. PAGE 60, PUBLISHED 19 MAY 1947.	holotype	0	1
HOLOTYPE OF PICOLAPTES BIVITTATUS CERTHIOLUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.	holotype	0	1
HOLOTYPE OF PICULUS CHRYSOCHLOROS GUIANENSIS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 248, PUBLISHED 16 NOVEMBER 1937.	holotype	0	1
HOLOTYPE OF PICULUS CHRYSOCHLOROS HYPOCHRYSEUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 250, PUBLISHED 16 NOVEMBER 1937.	holotype	0	1
HOLOTYPE OF PICULUS CHRYSOCHLOROS LAEMOSTICTUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 249, PUBLISHED 16 NOVEMBER 1937.	holotype	0	1
HOLOTYPE OF PICUMNUS AURIFRONS PURUSIANUS, TODD, W. E. C. 1946. CRITICAL NOTES ON THE WOODPECKERS. ANNALS CARNEGIE MUSEUM, 297-317. PAGE 317, PUBLISHED 16 DECEMBER 1946.	holotype	0	1
Holotype of Picumnus cinnamomeus perijanus (Zimmer & Phelps, 1944)	holotype	0	1
Holotype of Picumnus granadensis antioquensis (Chapman, 1915)	holotype	0	1
Holotype of Picumnus parvistriatus (Chapman, 1921)	holotype	0	1
Holotype of Pinarolestes hamlini	holotype	0	1
HOLOTYPE OF PIONITES XANTHURUS, TODD, W. E. C. 1925. FOUR NEW BIRDS FROM BRAZIL. PROC. BIOL. SOC. WASH., 111-114. PAGE 113, PUBLISHED 13 NOVEMBER 1925.	holotype	0	1
Holotype of Pionopsitta fuertesi (Chapman, 1912)	holotype	0	1
HOLOTYPE OF PIONUS SORDIDUS ANTELIUS, TODD, W. E. C. 1947. NEW SOUTH AMERICAN PARROTS. ANNALS CARNEGIE MUSEUM, 331-338. PAGE 338, PUBLISHED 14 APRIL 1947.	holotype	0	1
HOLOTYPE OF PIONUS SORDIDUS SATURATUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 81, PUBLISHED 13 APRIL 1915.	holotype	0	1
HOLOTYPE OF PIPA PARVA	holotype	0	1
HOLOTYPE OF PIPILE CUMANENSIS NAUMBURGAE, TODD, W. E. C. 1932. CRITICAL NOTES ON THE CRACIDAE. PROC. BIOL. SOC. WASH., 209-214. PAGE 213, PUBLISHED 26 NOVEMBER 1932.	holotype	0	1
HOLOTYPE OF PIPILO ALBICOLLIS MARSHALLI, PARKES, K. C. 1974. SYSTEMATICS OF THE WHITE-THROATED TOWHEE (PIPILO ALBICOLLIS). CONDOR, 457-459. PAGE 459, PUBLISHED 19 DECEMBER 1974.	holotype	0	1
Holotype of Pipilo fuscus eremophilus	holotype	0	1
HOLOTYPE OF PIPILO FUSCUS SENICULA, ANTHONY, A. W. 1895. DESCRIPTION OF A NEW PIPILO FROM SOUTHERN AND LOWER CALIFORNIA. AUK, 109-112. PAGE 111, PUBLISHED APRIL 1895.	holotype	0	1
Holotype of Pipistrellus anthonyi	holotype	0	1
Holotype of Pipistrellus capensis garambae (Allen)	holotype	0	1
Holotype of Pipistrellus coromandra portensis (Allen)	holotype	0	1
Holotype of Pipistrellus flavescens ((Seabra))	holotype	0	1
Holotype of Pipistrellus nanus ((Pallas))	holotype	0	1
Holotype of Pipistrellus rendalli faradjius (Allen)	holotype	0	1
Holotype of Pipistrellus subflavus floridanus (Davis, 1957)	holotype	0	1
Holotype of Pipistrellus tenuipinnis ater (Allen)	holotype	0	1
HOLOTYPE OF PIPRA ANOMALA, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 97, PUBLISHED 15 JULY 1925.	holotype	0	1
HOLOTYPE OF PIPRA AUREOLA AURANTIICOLLIS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 96, PUBLISHED 15 JULY 1925.	holotype	0	1
HOLOTYPE OF PIPRA CARBONATA, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 98, PUBLISHED 15 JULY 1925.	holotype	0	1
HOLOTYPE OF PIPRA CHLOROMELAENA ARIMENSIS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 98, PUBLISHED 15 JULY 1925.	holotype	0	1
HOLOTYPE OF PIPRA CHLOROMELAENA, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 97, PUBLISHED 15 JULY 1925.	holotype	0	1
HOLOTYPE OF PIPRA ERYTHROCEPHALA FLAMMICEPS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.	holotype	0	1
HOLOTYPE OF PIPRA IRIS EUCEPHALA, TODD, W. E. C. 1928. FIVE NEW MANAKINS FROM SOUTH AMERICA. PROC. BIOL. SOC. WASH., 111-114. PAGE 112, PUBLISHED 29 JUNE 1928.	holotype	0	1
HOLOTYPE OF PIPRA VELUTINA MINUSCULA, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.	holotype	0	1
HOLOTYPE OF PIPREOLA FORMOSA DILUTIOR, TODD, W. E. C. 1950. CRITICAL NOTES ON THE COTINGAS. PROC. BIOL. SOC. WASH., 5-8. PAGE 5, PUBLISHED 26 APRIL 1950.	holotype	0	1
HOLOTYPE OF PIPROMORPHA MACCONNELLI AMAZONA, TODD, W. E. C. 1921. STUDIES IN THE TYRANNIDAE. I. A REVISION OF THE GENUS PIPROMORPHA. PROC. BIOL. SOC. WASH., 173-192. PAGE 179, PUBLISHED 21 DECEMBER 1921.	holotype	0	1
HOLOTYPE OF PIRANGA FLAVA TODDI, PARKES, K. C. 1969. AN UNDESCRIBED SUBSPECIES OF HEPATIC TANAGER PIRANGA FLAVA FROM COLOMBIA. BULL. BRIT. ORN. CLUB, 81-83. PAGE 82, PUBLISHED 5 JUNE 1969.	holotype	0	1
HOLOTYPE OF PIRANGA SAIRA ROSACEA, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 92, PUBLISHED 12 JULY 1922.	holotype	0	1
Holotype of Pithecia monachus milleri (Allen)	holotype	0	1
Holotype of Pitta erythrogaster obiensis	holotype	0	1
Holotype of Pitta mackloti oblita	holotype	0	1
HOLOTYPE OF PITTA SORDIDA PALAWANENSIS, PARKES, K. C. 1960. NEW SUBSPECIES OF PHILIPPINE BIRDS. PROC. BIOL. SOC. WASH., 57-62. PAGE 57, PUBLISHED 10 AUGUST 1960.	holotype	0	1
HOLOTYPE OF PITUOPHIS DEPPEI GIBSONI	holotype	0	1
HOLOTYPE OF PITUOPHIS LOEDINGI	holotype	0	1
HOLOTYPE OF PITYLUS GROSSUS SATURATUS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 91, PUBLISHED 12 JULY 1922.	holotype	0	1
HOLOTYPE OF PLANESTICTUS OLIVATER SANCTAE-MARTAE, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED AS P.169 IN TYPE CAT**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.	holotype	0	1
Holotype of Planigale novaeguineae	holotype	0	1
HOLOTYPE OF PLATYTRICCUS ALBOGULARIS NEGLECTUS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 114, PUBLISHED 27 JUNE 1919.	holotype	0	1
HOLOTYPE OF PLECTROHYLA AVIA	holotype	0	1
HOLOTYPE OF PLECTROHYLA COTZICENSIS	holotype	0	1
HOLOTYPE OF PLECTROHYLA HARTWEGI	holotype	0	1
HOLOTYPE OF PLECTROHYLA IXIL	holotype	0	1
HOLOTYPE OF PLECTROHYLA MATUDAI	holotype	0	1
HOLOTYPE OF PLECTROHYLA QUECCHI	holotype	0	1
HOLOTYPE OF PLECTROHYLA SAGORUM	holotype	0	1
HOLOTYPE OF PLETHODON ASUPAK	holotype	0	1
HOLOTYPE OF PLETHODON GLUTINOSUS ALBAGULA, GROBMAN, 1944, ANN. NEW YORK ACAD. SCI., 45:283	holotype	0	1
HOLOTYPE OF PLETHODON JORDANI TEYAHALEE	holotype	0	1
HOLOTYPE OF PLETHODON NETTINGI, GREEN, 1938, ANN. CARNEGIE MUS., 27:295	holotype	0	1
HOLOTYPE OF PLETHODON RICHMONDI, NETTING AND MITTLEMAN, 1938, ANN. CARNEGIE MUS., 27:288	holotype	0	1
HOLOTYPE OF PLETHODONTOHYLA MIHANIKA	holotype	0	1
Holotype of Podomys floridanus ((Chapman))	holotype	0	1
Holotype of Podoxymys roraimae	holotype	0	1
HOLOTYPE OF POECILURUS ATRIGULARIS, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 129, PUBLISHED 27 JULY 1917.	holotype	0	1
HOLOTYPE OF POEOPTERA LUGUBRIS WEBBI, KEITH, S. 1968. A NEW SUBSPECIES OF POEOPTERA LUGUBRIS BONAPARTE FROM UGANDA. BULL. BRIT. ORN. CLUB, 119-120. PAGE 119, PUBLISHED 3 OCTOBER 1968.	holotype	0	1
Holotype of Pogonomelomys bruijnii ((Peters & Doria))	holotype	0	1
Holotype of Pogonomelomys sevia ((Tate & Archbold))	holotype	0	1
Holotype of Pogonomys macrourus macrourus (Milne-Edwards)	holotype	0	1
HOLOTYPE OF POGONOTRICCUS OPHTHALMICUS PURUS, TODD, W. E. C. 1952. NEW TYRANT FLYCATCHERS FROM SOUTH AMERICA. ANNALS CARNEGIE MUSEUM, 291-304. PAGE 301, PUBLISHED 15 FEBRUARY 1952.	holotype	0	1
HOLOTYPE OF POLIOPTILA DUMICOLA SATURATA, TODD, W. E. C. 1946. A NEW GNATCATCHER FROM BOLIVIA. PROC. BIOL. SOC. WASH., 155. PAGE 155, PUBLISHED 23 DECEMBER 1946.	holotype	0	1
HOLOTYPE OF POLIOPTILA GUIANENSIS, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 72, PUBLISHED 30 DECEMBER 1920.	holotype	0	1
