"verbatimGeodeticDatum","standardGeodeticDatum","epsg","checked","opinionBy","opinionDate","uri"
"-104.4367490000","not recorded",,1,"John Wieczorek","2020-05-12",
"-104.4961100000","not recorded",,1,"John Wieczorek","2020-05-12",
"-104.6867630000","not recorded",,1,"John Wieczorek","2020-05-12",
"-104.6871820000","not recorded",,1,"John Wieczorek","2020-05-12",
"-104.6886750000","not recorded",,1,"John Wieczorek","2020-05-12",
"-104.6887890000","not recorded",,1,"John Wieczorek","2020-05-12",
"-105.5406450000","not recorded",,1,"John Wieczorek","2020-05-12",
"10576","not recorded",,1,"John Wieczorek","2020-05-12",
"-106.2817380000","not recorded",,1,"John Wieczorek","2020-05-12",
"-106.6158300000","not recorded",,1,"John Wieczorek","2020-05-12",
"-107.3434","not recorded",,1,"John Wieczorek","2020-04-24",
"-107.6184230000","not recorded",,1,"John Wieczorek","2020-05-12",
"-107.7401330000","not recorded",,1,"John Wieczorek","2020-05-12",
"108","not recorded",,1,"John Wieczorek","2020-04-24",
"108.4","not recorded",,1,"John Wieczorek","2020-04-24",
"10839","not recorded",,1,"John Wieczorek","2020-05-12",
"-109.8413090000","not recorded",,1,"John Wieczorek","2020-05-12",
"10S","not recorded",,1,"John Wieczorek","2020-04-24",
"10SDQ8678","not recorded",,1,"John Wieczorek","2020-04-24",
"10SEN4882","not recorded",,1,"John Wieczorek","2020-04-24",
"10SEN6659","not recorded",,1,"John Wieczorek","2020-04-24",
"10SEP5004","not recorded",,1,"John Wieczorek","2020-04-24",
"10SFN7488","not recorded",,1,"John Wieczorek","2020-04-24",
"10SFN8905","not recorded",,1,"John Wieczorek","2020-04-24",
"10SFP8956","not recorded",,1,"John Wieczorek","2020-04-24",
"10SFQ2109","not recorded",,1,"John Wieczorek","2020-04-24",
"10T","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.025705","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.04347","not recorded",,1,"John Wieczorek","2020-04-24",
"11.05283","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.0585","not recorded",,1,"John Wieczorek","2020-04-24",
"11.066667","not recorded",,1,"John Wieczorek","2020-04-24",
"11.06917","not recorded",,1,"John Wieczorek","2020-04-24",
"11.083333","not recorded",,1,"John Wieczorek","2020-04-24",
"11.1","not recorded",,1,"John Wieczorek","2020-04-24",
"11.1023333","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.104888","not recorded",,1,"John Wieczorek","2020-04-24",
"11.11666","not recorded",,1,"John Wieczorek","2020-04-24",
"11.11667","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.126863","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.126925","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.126935","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.126938","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.127013","not recorded",,1,"John Wieczorek","2020-04-24",
"11.1338333333333","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.21667","not recorded",,1,"John Wieczorek","2020-04-24",
"11.22413","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.39867","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.40211","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.402123","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.402248","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.402335","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.40238","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.402538","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.403533","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.403778","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.403938","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.405088","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.405235","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.405293","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.405632","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.405967","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.406167","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.41667","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.55","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.59299","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.8","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.83667","not recorded",,1,"John Wieczorek","2020-04-24",
"-11.85","not recorded",,1,"John Wieczorek","2020-04-24",
"-110.854167","not recorded",,1,"John Wieczorek","2017-08-25",
"11069","not recorded",,1,"John Wieczorek","2020-05-12",
"1118","not recorded",,1,"John Wieczorek","2020-05-12",
"1121 m","not recorded",,1,"John Wieczorek","2017-08-25",
"1127","not recorded",,1,"John Wieczorek","2020-04-24",
"1129","not recorded",,1,"John Wieczorek","2020-04-24",
"1130","not recorded",,1,"John Wieczorek","2020-05-12",
"114","not recorded",,1,"John Wieczorek","2020-04-24",
"1145","not recorded",,1,"John Wieczorek","2020-05-12",
"11487","not recorded",,1,"John Wieczorek","2020-05-12",
"115.106995","not recorded",,1,"John Wieczorek","2017-08-25",
"11533","not recorded",,1,"John Wieczorek","2020-05-12",
"1155","not recorded",,1,"John Wieczorek","2020-04-24",
"11595","not recorded",,1,"John Wieczorek","2020-04-24",
"116","not recorded",,1,"John Wieczorek","2020-04-24",
"119","not recorded",,1,"John Wieczorek","2020-04-24",
"-119.8828130000","not recorded",,1,"John Wieczorek","2020-05-12",
"119?47'W","not recorded",,1,"John Wieczorek","2020-05-12",
"11S","not recorded",,1,"John Wieczorek","2020-04-24",
"12","not recorded",,1,"John Wieczorek","2020-04-24",
"12 T UTM","not recorded",,1,"John Wieczorek","2020-05-12",
"-12.06325","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.3525","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.36267","not recorded",,1,"John Wieczorek","2020-04-24",
"12.41861","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.722","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.7667","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.77167","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.77216834","not recorded",,1,"John Wieczorek","2020-04-24",
"-12.9916666666667","not recorded",,1,"John Wieczorek","2020-04-24",
"12/1146","not recorded",,1,"John Wieczorek","2020-05-12",
"1200","not recorded",,1,"John Wieczorek","2020-04-24",
"-121.15","not recorded",,1,"John Wieczorek","2020-05-12",
"-122.5229410000","not recorded",,1,"John Wieczorek","2020-05-12",
"12289","not recorded",,1,"John Wieczorek","2020-05-12",
"123901","not recorded",,1,"John Wieczorek","2020-05-12",
"124","not recorded",,1,"John Wieczorek","2020-04-24",
"12486","not recorded",,1,"John Wieczorek","2020-05-12",
"12497","not recorded",,1,"John Wieczorek","2020-05-12",
"12595","not recorded",,1,"John Wieczorek","2020-05-12",
"12606","not recorded",,1,"John Wieczorek","2020-05-12",
"12755","not recorded",,1,"John Wieczorek","2020-05-12",
"12769","not recorded",,1,"John Wieczorek","2020-05-12",
"12867","not recorded",,1,"John Wieczorek","2020-05-12",
"12S","not recorded",,1,"John Wieczorek","2020-05-12",
"12T0574452E 4531017N","not recorded",,1,"John Wieczorek","2020-05-12",
"-13.005","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.01","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.07916667","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.11667","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.16425","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.25","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.25433","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.25789","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.25986","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.274583","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.274978","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.275472","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.276283","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.27647","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.276503","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.276505","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.3167","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.357461","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.3833","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.4","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.405408","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.4333","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.487613","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.5105","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.55","not recorded",,1,"John Wieczorek","2020-04-24",
"13.71667","not recorded",,1,"John Wieczorek","2020-04-24",
"13.7433333333333","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.831667","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.83333","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.9538496","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.9539501","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.9540645","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.954577","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.9551841","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.9552798","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.955384311","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.9554883","not recorded",,1,"John Wieczorek","2020-04-24",
"-13.961389","not recorded",,1,"John Wieczorek","2020-04-24",
"1313","not recorded",,1,"John Wieczorek","2020-04-24",
"13194","not recorded",,1,"John Wieczorek","2020-05-12",
"13277","not recorded",,1,"John Wieczorek","2020-05-12",
"134","not recorded",,1,"John Wieczorek","2020-04-24",
"13428","not recorded",,1,"John Wieczorek","2020-05-12",
"1355","not recorded",,1,"John Wieczorek","2020-04-24",
"13580","not recorded",,1,"John Wieczorek","2020-05-12",
"137","not recorded",,1,"John Wieczorek","2020-04-24",
"138","not recorded",,1,"John Wieczorek","2020-04-24",
"138.585E","not recorded",,1,"John Wieczorek","2020-05-12",
"139","not recorded",,1,"John Wieczorek","2020-04-24",
"13907","not recorded",,1,"John Wieczorek","2020-05-12",
"13913","not recorded",,1,"John Wieczorek","2020-05-12",
"1393","not recorded",,1,"John Wieczorek","2020-05-12",
"13942","not recorded",,1,"John Wieczorek","2020-05-12",
"14","not recorded",,1,"John Wieczorek","2020-04-24",
"14.31168","not recorded",,1,"John Wieczorek","2020-04-24",
"-14.40812","not recorded",,1,"John Wieczorek","2020-04-24",
"-14.4667","not recorded",,1,"John Wieczorek","2020-04-24",
"14.76791","not recorded",,1,"John Wieczorek","2020-04-24",
"141","not recorded",,1,"John Wieczorek","2020-04-24",
"141.0205080000","not recorded",,1,"John Wieczorek","2020-05-12",
"1416","not recorded",,1,"John Wieczorek","2020-05-12",
"14465","not recorded",,1,"John Wieczorek","2020-05-12",
"145.602E","not recorded",,1,"John Wieczorek","2020-05-12",
"14542","not recorded",,1,"John Wieczorek","2020-05-12",
"14558","not recorded",,1,"John Wieczorek","2020-05-12",
"147.5463870000","not recorded",,1,"John Wieczorek","2020-05-12",
"-15.0333","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.17941","not recorded",,1,"John Wieczorek","2020-04-24",
"15.351667","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.45461","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.45658","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.52825","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.5472","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.61503","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.67585","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.67607","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.67625","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.6833333333333","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78505","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.7859","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.786","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78635","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78685","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.7877","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78773","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78788","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.7879","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78795","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78805","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78842","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78848","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78853","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.78882","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79362","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79762","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79788","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79792","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.798","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79832","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79835","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79838","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79847","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79887","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79902","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.79907","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.7991","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.80072","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.80098","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.80112","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.8039","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.84","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.86623","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.8667","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.9167","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.95699","not recorded",,1,"John Wieczorek","2020-04-24",
"-15.98333","not recorded",,1,"John Wieczorek","2020-04-24",
"1500","not recorded",,1,"John Wieczorek","2020-05-12",
"15067","not recorded",,1,"John Wieczorek","2020-05-12",
"15112","not recorded",,1,"John Wieczorek","2020-05-12",
"15126","not recorded",,1,"John Wieczorek","2020-05-12",
"15200","not recorded",,1,"John Wieczorek","2020-05-12",
"15219","not recorded",,1,"John Wieczorek","2020-05-12",
"1527","not recorded",,1,"John Wieczorek","2020-05-12",
"1528","not recorded",,1,"John Wieczorek","2020-05-12",
"1529","not recorded",,1,"John Wieczorek","2020-05-12",
"153311.1","not recorded",,1,"John Wieczorek","2017-08-25",
"1537","not recorded",,1,"John Wieczorek","2020-05-12",
"1538","not recorded",,1,"John Wieczorek","2020-05-12",
"15418","not recorded",,1,"John Wieczorek","2020-05-12",
"15440","not recorded",,1,"John Wieczorek","2020-05-12",
"15450","not recorded",,1,"John Wieczorek","2020-05-12",
"155","not recorded",,1,"John Wieczorek","2020-04-24",
"15593","not recorded",,1,"John Wieczorek","2020-05-12",
"15594","not recorded",,1,"John Wieczorek","2020-05-12",
"156","not recorded",,1,"John Wieczorek","2020-04-24",
"15639","not recorded",,1,"John Wieczorek","2020-05-12",
"15669","not recorded",,1,"John Wieczorek","2020-05-12",
"15670","not recorded",,1,"John Wieczorek","2020-05-12",
"15788","not recorded",,1,"John Wieczorek","2020-05-12",
"15789","not recorded",,1,"John Wieczorek","2020-05-12",
"16","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.03333","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07178","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07202","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07447","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07457","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07512","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07518","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.0752","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07523","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07528","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07532","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07537","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07547","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.0755","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07552","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07553","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07555","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07557","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.0756","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07572","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.0759","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07597","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.07678","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.0973","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.0974","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.09748","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.10305","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.11592","not recorded",,1,"John Wieczorek","2020-04-24",
"16.1333333333333","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.16667","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.20825","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.25865","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.26035","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.33333","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.35208","not recorded",,1,"John Wieczorek","2020-04-24",
"16.4","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.4231672","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.46437225","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.46511","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.4661493","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.47326","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.48666","not recorded",,1,"John Wieczorek","2020-04-24",
"-16.49239","not recorded",,1,"John Wieczorek","2020-04-24",
"16.5666666666667","not recorded",,1,"John Wieczorek","2020-04-24",
