verbatimReproductiveCondition	standardReproductiveCondition	standard	checked
HOW SEXED: GONADS. GONADS: TESTES 3/8 IN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 30 X 12 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 35 X 19 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2 & 3 X 2 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2 & 3 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2, 2 X 1.5 M		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2, 2 X 1.5 MM, CREAM-COLORED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2, 3 X 6, WH		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2, 3 X 6, WHITE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 2.5.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 3 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 3, 4 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 3, CREAM-COL		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 3, CREAM-COLORED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 4 MM, LARGE 		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 4 MM, LARGE FOR DATE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 2.5 MM, RE		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 2.5 MM, REDDISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 7 MM, WHIT		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.5 X 7 MM, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.7 X 4.0 MM, DR		0	0
HOW SEXED: GONADS. GONADS: TESTES 4.7 X 4.0 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 MM X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 10 & 8 X 9 M		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 10 & 8 X 9 MM, WHITE. COMMENT: CLOACA PART ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 10, 8 X 9 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 10, 8 X 9 MM, WHITE. COMMENT: CLOACA PART ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 2 MM; LEFT B		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 2 MM; LEFT BLACK, RIGHT WHITE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 2.5 MM; DRAW		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 2.5 MM; DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3 MM. COMMEN		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3 MM. COMMENT: BLUE CERE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3, 2 X 4, YE		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3, 2 X 4, YELLOW.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3, 2 X 4; YE		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3, 2 X 4; YELLOW.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3.5 GM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 4 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 4, 4 X 3 MM,		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 4, 4 X 3 MM, CREAM-COLORED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 4.5 G.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 5.3.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 6, FLESH COL		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 6, FLESH COLOR.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 6.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 9 MM, WHITIS		0	0
HOW SEXED: GONADS. GONADS: TESTES 5 X 9 MM, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 2.5, 5 X 3		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 2.5, 5 X 3.5, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3 MM, WHIT		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3 MM, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3, 4 X 3.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3.5, 4 X 3		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 3.5, 4 X 3.5, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 7 MM, WHIT		0	0
HOW SEXED: GONADS. GONADS: TESTES 5.5 X 7 MM, WHITE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 5/8 INCH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 1 MM. COMMEN		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 1 MM. COMMENT: FEMALE-LIKE PLUMAGE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 10 MM, WHITI		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 10 MM, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 10 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 2.5 MM. COMM		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 2.5 MM. COMMENT: SEXED AT AVIARY.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 3 MM. COMMEN		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 3 MM. COMMENT: FEMALE-LIKE TAIL.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 11 X 5, R		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 11 X 5, REDDISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 11 X 5; R		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 11 X 5; REDDISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 7 X 4, YE		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 7 X 4, YELLOWISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 7 X 4; YE		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4, 7 X 4; YELLOWISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 9 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 9, WHITISH V		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 9, WHITISH VERMICULATED. COMMENT: CLOACA PART ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 9, WHITISH,V		0	0
HOW SEXED: GONADS. GONADS: TESTES 6 X 9, WHITISH,VERMICULATED. COMMENT: CLOACA PART ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 10 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 2, PINKISH		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 2, PINKISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 5.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.5 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.6 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.7 X 5.5 MM, DR		0	0
HOW SEXED: GONADS. GONADS: TESTES 6.7 X 5.5 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 & 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 1.5 MM. COMM		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 1.5 MM. COMMENT: FEMALE-LIKE PLUMAGE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 2.5.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 4, 3 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 4, 5 X 3.5 M		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 4, 5 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 5, 9 X 7, WH		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 5, 9 X 7, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 5.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 6 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7 X 9 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 4 MM-.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 5.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 7.5 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 1 MM, EMANCI		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 1 MM, EMANCIATED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 1.5 MM. COMM		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 1.5 MM. COMMENT: FEMALE BY PLUMAGE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 10 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 12 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 14 MM, PALE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 14 MM, PALE. COMMENT: CLOACA GREATLY ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 4.5 MM, FLES		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 4.5 MM, FLESH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5 MM. COMMEN		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5 MM. COMMENT: CLOACAL PROTUBERANCE.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5 MM. COMMENT: SEXED AT AVIARY.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5, WHITE, VE		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5, WHITE, VERMICULATED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 5.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 6 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 6.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 7 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 7, 7 X 8, RE		0	0
HOW SEXED: GONADS. GONADS: TESTES 8 X 7, 7 X 8, REDDISH VERMICULATED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8.0 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8.1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8.5 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8.5 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8.5 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 8.5 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 14 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 15, 7 X 9 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 15, 7 X 9 MM, WHITE. COMMENT: CLOACA GREATLY ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 15, CREAM-CO		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 15, CREAM-COLORED, NOT VERMICULATED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 5 MM, CLOACA		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 5 MM, CLOACAL PROTRUB.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 5.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 6 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 6.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 7 MM, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 7 MM. COMMEN		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 7 MM. COMMENT: SEMINAL VESICLES ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 7.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 8, 11 X 7 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES 9 X 8, 11 X 7 MM, VERMICULATED.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 5.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 6.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 7 MM, FLES		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 7 MM, FLESH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 7, FLESH.		0	0
HOW SEXED: GONADS. GONADS: TESTES 9.5 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 1 X 0.6 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 1 X 0.6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 1 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 10 MM LONG		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 10 MM LONG.		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 10 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES ABOUT 8 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 1 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 1 X 0.2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 1 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 1 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 1 X.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 10		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 10 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 2 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 2 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 3 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 3 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 30		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 30 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 4 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 4 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 5 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 5 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 6 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 6 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 7 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 7 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 7 X 4 MM, BLACK.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 9 		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 9 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES APPROXIMATELY 9 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BEIGE: LEFT: 6 X		0	0
HOW SEXED: GONADS. GONADS: TESTES BEIGE: LEFT: 6 X 3; RIGHT: 4 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, 1 X 0.5 M		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, 1 X 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, 1 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, LEFT: 10 		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, LEFT: 10 X 3, RIGHT: 11 X 3.		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, LEFT: 10 X 3, RIGHT: 9 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, LEFT: 3.5		0	0
HOW SEXED: GONADS. GONADS: TESTES BLACK, LEFT: 3.5 X 3, RIGHT: 2 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 0.5 MM DIAM		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 0.5 MM DIAMETER.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 1 MM DIAMET		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 1 MM DIAMETER.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 1 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 1.5 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 2 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 2 X 1.5 MM 		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 2 X 1.5 MM DIAMETER.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 2 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BOTH 3 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES BREEDING SIZE, D		0	0
HOW SEXED: GONADS. GONADS: TESTES BREEDING SIZE, DRAWN.		0	0
HOW SEXED: GONADS. GONADS: TESTES BREEDING SIZE.		0	0
HOW SEXED: GONADS. GONADS: TESTES BREEDING.		0	0
HOW SEXED: GONADS. GONADS: TESTES CA. 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA .5 X.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.3 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.5 X 0.5 		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.5 X 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.5 X 1 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.5 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.8 X 0.4 		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 0.8 X 0.4 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 1 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 1 X 0.25 M		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 1 X 0.25 MM.		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 1 X 0.5 MM		0	0
HOW SEXED: GONADS. GONADS: TESTES CIRCA 1 X 0.5 MM, BLACK.		0	0
