geodeticdatum	standard	vetted
WGS3817	WGS 84	1
WGS3818	WGS 84	1
WGS3819	WGS 84	1
WGS382	WGS 84	1
WGS3820	WGS 84	1
WGS3821	WGS 84	1
WGS3822	WGS 84	1
WGS3823	WGS 84	1
WGS3824	WGS 84	1
WGS3825	WGS 84	1
WGS3826	WGS 84	1
WGS3827	WGS 84	1
WGS3828	WGS 84	1
WGS3829	WGS 84	1
WGS383	WGS 84	1
WGS3830	WGS 84	1
WGS3831	WGS 84	1
WGS3832	WGS 84	1
WGS3833	WGS 84	1
WGS3834	WGS 84	1
WGS3835	WGS 84	1
WGS3836	WGS 84	1
WGS3837	WGS 84	1
WGS3838	WGS 84	1
WGS3839	WGS 84	1
WGS384	WGS 84	1
WGS3840	WGS 84	1
WGS3841	WGS 84	1
WGS3842	WGS 84	1
WGS3843	WGS 84	1
WGS3844	WGS 84	1
WGS3845	WGS 84	1
WGS3846	WGS 84	1
WGS3847	WGS 84	1
WGS3848	WGS 84	1
WGS3849	WGS 84	1
WGS385	WGS 84	1
WGS3850	WGS 84	1
WGS3851	WGS 84	1
WGS3852	WGS 84	1
WGS3853	WGS 84	1
WGS3854	WGS 84	1
WGS3855	WGS 84	1
WGS3856	WGS 84	1
WGS3857	WGS 84	1
WGS3858	WGS 84	1
WGS3859	WGS 84	1
WGS386	WGS 84	1
WGS3860	WGS 84	1
WGS3861	WGS 84	1
WGS3862	WGS 84	1
WGS3863	WGS 84	1
WGS3864	WGS 84	1
WGS3865	WGS 84	1
WGS3866	WGS 84	1
WGS3867	WGS 84	1
WGS3868	WGS 84	1
WGS3869	WGS 84	1
WGS387	WGS 84	1
WGS3870	WGS 84	1
WGS3871	WGS 84	1
WGS3872	WGS 84	1
WGS3873	WGS 84	1
WGS3874	WGS 84	1
WGS3875	WGS 84	1
WGS3876	WGS 84	1
WGS3877	WGS 84	1
WGS3878	WGS 84	1
WGS3879	WGS 84	1
WGS388	WGS 84	1
WGS3880	WGS 84	1
WGS3881	WGS 84	1
WGS3882	WGS 84	1
WGS3883	WGS 84	1
WGS3884	WGS 84	1
WGS3885	WGS 84	1
WGS3886	WGS 84	1
WGS3887	WGS 84	1
WGS3888	WGS 84	1
WGS3889	WGS 84	1
WGS389	WGS 84	1
WGS3890	WGS 84	1
WGS3891	WGS 84	1
WGS3892	WGS 84	1
WGS3893	WGS 84	1
WGS3894	WGS 84	1
WGS3895	WGS 84	1
WGS3896	WGS 84	1
WGS3897	WGS 84	1
WGS3898	WGS 84	1
WGS3899	WGS 84	1
WGS390	WGS 84	1
WGS3900	WGS 84	1
WGS3901	WGS 84	1
WGS3902	WGS 84	1
WGS3903	WGS 84	1
WGS3904	WGS 84	1
WGS3905	WGS 84	1
WGS3906	WGS 84	1
WGS3907	WGS 84	1
WGS3908	WGS 84	1
WGS3909	WGS 84	1
WGS391	WGS 84	1
WGS3910	WGS 84	1
WGS3911	WGS 84	1
WGS3912	WGS 84	1
WGS3913	WGS 84	1
WGS3914	WGS 84	1
WGS3915	WGS 84	1
WGS3916	WGS 84	1
WGS3917	WGS 84	1
WGS3918	WGS 84	1
WGS3919	WGS 84	1
WGS392	WGS 84	1
WGS3920	WGS 84	1
WGS3921	WGS 84	1
WGS3922	WGS 84	1
WGS3923	WGS 84	1
WGS3924	WGS 84	1
WGS3925	WGS 84	1
WGS3926	WGS 84	1
WGS3927	WGS 84	1
WGS3928	WGS 84	1
WGS3929	WGS 84	1
WGS393	WGS 84	1
WGS3930	WGS 84	1
WGS3931	WGS 84	1
WGS3932	WGS 84	1
WGS3933	WGS 84	1
WGS3934	WGS 84	1
WGS3935	WGS 84	1
WGS3936	WGS 84	1
WGS3937	WGS 84	1
WGS3938	WGS 84	1
WGS3939	WGS 84	1
WGS394	WGS 84	1
WGS3940	WGS 84	1
WGS3941	WGS 84	1
WGS3942	WGS 84	1
WGS3943	WGS 84	1
WGS3944	WGS 84	1
WGS3945	WGS 84	1
WGS3946	WGS 84	1
WGS3947	WGS 84	1
WGS3948	WGS 84	1
WGS3949	WGS 84	1
WGS395	WGS 84	1
WGS3950	WGS 84	1
WGS3951	WGS 84	1
WGS3952	WGS 84	1
WGS3953	WGS 84	1
WGS3954	WGS 84	1
WGS3955	WGS 84	1
WGS3956	WGS 84	1
WGS3957	WGS 84	1
WGS3958	WGS 84	1
WGS3959	WGS 84	1
WGS396	WGS 84	1
WGS3960	WGS 84	1
WGS3961	WGS 84	1
WGS3962	WGS 84	1
WGS3963	WGS 84	1
WGS3964	WGS 84	1
WGS3965	WGS 84	1
WGS3966	WGS 84	1
WGS3967	WGS 84	1
WGS3968	WGS 84	1
WGS3969	WGS 84	1
WGS397	WGS 84	1
WGS3970	WGS 84	1
WGS3971	WGS 84	1
WGS3972	WGS 84	1
WGS3973	WGS 84	1
WGS3974	WGS 84	1
WGS3975	WGS 84	1
WGS3976	WGS 84	1
WGS3977	WGS 84	1
WGS3978	WGS 84	1
WGS3979	WGS 84	1
WGS398	WGS 84	1
WGS3980	WGS 84	1
WGS3981	WGS 84	1
WGS3982	WGS 84	1
WGS3983	WGS 84	1
WGS3984	WGS 84	1
WGS3985	WGS 84	1
WGS3986	WGS 84	1
WGS3987	WGS 84	1
WGS3988	WGS 84	1
WGS3989	WGS 84	1
WGS399	WGS 84	1
WGS3990	WGS 84	1
WGS3991	WGS 84	1
WGS3992	WGS 84	1
WGS3993	WGS 84	1
WGS3994	WGS 84	1
WGS3995	WGS 84	1
WGS3996	WGS 84	1
WGS3997	WGS 84	1
WGS3998	WGS 84	1
WGS3999	WGS 84	1
WGS4	WGS 84	1
WGS40	WGS 84	1
WGS400	WGS 84	1
WGS4000	WGS 84	1
WGS4001	WGS 84	1
WGS4002	WGS 84	1
WGS4003	WGS 84	1
WGS4004	WGS 84	1
WGS4005	WGS 84	1
WGS4006	WGS 84	1
WGS4007	WGS 84	1
WGS4008	WGS 84	1
WGS4009	WGS 84	1
WGS401	WGS 84	1
WGS4010	WGS 84	1
WGS4011	WGS 84	1
WGS4012	WGS 84	1
WGS4013	WGS 84	1
WGS4014	WGS 84	1
WGS4015	WGS 84	1
WGS4016	WGS 84	1
WGS4017	WGS 84	1
WGS4018	WGS 84	1
WGS4019	WGS 84	1
WGS402	WGS 84	1
WGS4020	WGS 84	1
WGS4021	WGS 84	1
WGS4022	WGS 84	1
WGS4023	WGS 84	1
WGS4024	WGS 84	1
WGS4025	WGS 84	1
WGS4026	WGS 84	1
WGS4027	WGS 84	1
WGS4028	WGS 84	1
WGS4029	WGS 84	1
WGS403	WGS 84	1
WGS4030	WGS 84	1
WGS4031	WGS 84	1
WGS4032	WGS 84	1
WGS4033	WGS 84	1
WGS4034	WGS 84	1
WGS4035	WGS 84	1
WGS4036	WGS 84	1
WGS4037	WGS 84	1
WGS4038	WGS 84	1
WGS4039	WGS 84	1
WGS404	WGS 84	1
WGS4040	WGS 84	1
WGS4041	WGS 84	1
WGS4042	WGS 84	1
WGS4043	WGS 84	1
WGS4044	WGS 84	1
WGS4045	WGS 84	1
WGS4046	WGS 84	1
WGS4047	WGS 84	1
WGS4048	WGS 84	1
WGS4049	WGS 84	1
WGS405	WGS 84	1
WGS4050	WGS 84	1
WGS4051	WGS 84	1
WGS4052	WGS 84	1
WGS4053	WGS 84	1
WGS4054	WGS 84	1
WGS4055	WGS 84	1
WGS4056	WGS 84	1
WGS4057	WGS 84	1
WGS4058	WGS 84	1
WGS4059	WGS 84	1
WGS406	WGS 84	1
WGS4060	WGS 84	1
WGS4061	WGS 84	1
WGS4062	WGS 84	1
WGS4063	WGS 84	1
WGS4064	WGS 84	1
WGS4065	WGS 84	1
WGS4066	WGS 84	1
WGS4067	WGS 84	1
WGS4068	WGS 84	1
WGS4069	WGS 84	1
WGS407	WGS 84	1
WGS4070	WGS 84	1
WGS4071	WGS 84	1
WGS4072	WGS 84	1
WGS4073	WGS 84	1
WGS4074	WGS 84	1
WGS4075	WGS 84	1
WGS4076	WGS 84	1
WGS4077	WGS 84	1
WGS4078	WGS 84	1
WGS4079	WGS 84	1
WGS408	WGS 84	1
WGS4080	WGS 84	1
WGS4081	WGS 84	1
WGS4082	WGS 84	1
WGS4083	WGS 84	1
WGS4084	WGS 84	1
WGS4085	WGS 84	1
WGS4086	WGS 84	1
WGS4087	WGS 84	1
WGS4088	WGS 84	1
WGS4089	WGS 84	1
WGS409	WGS 84	1
WGS4090	WGS 84	1
WGS4091	WGS 84	1
WGS4092	WGS 84	1
WGS4093	WGS 84	1
WGS4094	WGS 84	1
WGS4095	WGS 84	1
WGS4096	WGS 84	1
WGS4097	WGS 84	1
WGS4098	WGS 84	1
WGS4099	WGS 84	1
WGS410	WGS 84	1
WGS4100	WGS 84	1
WGS4101	WGS 84	1
WGS4102	WGS 84	1
WGS4103	WGS 84	1
WGS4104	WGS 84	1
WGS4105	WGS 84	1
WGS4106	WGS 84	1
WGS4107	WGS 84	1
WGS4108	WGS 84	1
WGS4109	WGS 84	1
WGS411	WGS 84	1
WGS4110	WGS 84	1
WGS4111	WGS 84	1
WGS4112	WGS 84	1
WGS4113	WGS 84	1
WGS4114	WGS 84	1
WGS4115	WGS 84	1
WGS4116	WGS 84	1
WGS4117	WGS 84	1
WGS4118	WGS 84	1
WGS4119	WGS 84	1
WGS412	WGS 84	1
WGS4120	WGS 84	1
WGS4121	WGS 84	1
WGS4122	WGS 84	1
WGS4123	WGS 84	1
WGS4124	WGS 84	1
WGS4125	WGS 84	1
WGS4126	WGS 84	1
WGS4127	WGS 84	1
WGS4128	WGS 84	1
WGS4129	WGS 84	1
WGS413	WGS 84	1
WGS4130	WGS 84	1
WGS4131	WGS 84	1
WGS4132	WGS 84	1
WGS4133	WGS 84	1
WGS4134	WGS 84	1
WGS4135	WGS 84	1
WGS4136	WGS 84	1
WGS4137	WGS 84	1
WGS4138	WGS 84	1
WGS4139	WGS 84	1
WGS414	WGS 84	1
WGS4140	WGS 84	1
WGS4141	WGS 84	1
WGS4142	WGS 84	1
WGS4143	WGS 84	1
WGS4144	WGS 84	1
WGS4145	WGS 84	1
WGS4146	WGS 84	1
WGS4147	WGS 84	1
WGS4148	WGS 84	1
WGS4149	WGS 84	1
WGS415	WGS 84	1
WGS4150	WGS 84	1
WGS4151	WGS 84	1
WGS4152	WGS 84	1
WGS4153	WGS 84	1
WGS4154	WGS 84	1
WGS4155	WGS 84	1
WGS4156	WGS 84	1
WGS4157	WGS 84	1
WGS4158	WGS 84	1
WGS4159	WGS 84	1
WGS416	WGS 84	1
WGS4160	WGS 84	1
WGS4161	WGS 84	1
WGS4162	WGS 84	1
WGS4163	WGS 84	1
WGS4164	WGS 84	1
WGS4165	WGS 84	1
WGS4166	WGS 84	1
WGS4167	WGS 84	1
WGS4168	WGS 84	1
WGS4169	WGS 84	1
WGS417	WGS 84	1
WGS4170	WGS 84	1
WGS4171	WGS 84	1
WGS4172	WGS 84	1
WGS4173	WGS 84	1
WGS4174	WGS 84	1
WGS4175	WGS 84	1
WGS4176	WGS 84	1
WGS4177	WGS 84	1
WGS4178	WGS 84	1
WGS4179	WGS 84	1
WGS418	WGS 84	1
WGS4180	WGS 84	1
WGS4181	WGS 84	1
WGS4182	WGS 84	1
WGS4183	WGS 84	1
WGS4184	WGS 84	1
WGS4185	WGS 84	1
WGS4186	WGS 84	1
WGS4187	WGS 84	1
WGS4188	WGS 84	1
WGS4189	WGS 84	1
WGS419	WGS 84	1
WGS4190	WGS 84	1
WGS4191	WGS 84	1
WGS4192	WGS 84	1
WGS4193	WGS 84	1
WGS4194	WGS 84	1
WGS4195	WGS 84	1
WGS4196	WGS 84	1
WGS4197	WGS 84	1
WGS4198	WGS 84	1
WGS4199	WGS 84	1
WGS420	WGS 84	1
WGS4200	WGS 84	1
WGS4201	WGS 84	1
WGS4202	WGS 84	1
WGS4203	WGS 84	1
WGS4204	WGS 84	1
WGS4205	WGS 84	1
WGS4206	WGS 84	1
WGS4207	WGS 84	1
WGS4208	WGS 84	1
WGS4209	WGS 84	1
WGS421	WGS 84	1
WGS4210	WGS 84	1
WGS4211	WGS 84	1
WGS4212	WGS 84	1
WGS4213	WGS 84	1
WGS4214	WGS 84	1
WGS4215	WGS 84	1
WGS4216	WGS 84	1
WGS4217	WGS 84	1
WGS4218	WGS 84	1
WGS4219	WGS 84	1
WGS422	WGS 84	1
WGS4220	WGS 84	1
WGS4221	WGS 84	1
WGS4222	WGS 84	1
WGS4223	WGS 84	1
WGS4224	WGS 84	1
WGS4225	WGS 84	1
WGS4226	WGS 84	1
WGS4227	WGS 84	1
WGS4228	WGS 84	1
WGS4229	WGS 84	1
WGS423	WGS 84	1
WGS4230	WGS 84	1
WGS4231	WGS 84	1
WGS4232	WGS 84	1
WGS4233	WGS 84	1
WGS4234	WGS 84	1
WGS4235	WGS 84	1
WGS4236	WGS 84	1
WGS4237	WGS 84	1
WGS4238	WGS 84	1
WGS4239	WGS 84	1
WGS424	WGS 84	1
WGS4240	WGS 84	1
WGS4241	WGS 84	1
WGS4242	WGS 84	1
WGS4243	WGS 84	1
WGS4244	WGS 84	1
WGS4245	WGS 84	1
WGS4246	WGS 84	1
WGS4247	WGS 84	1
WGS4248	WGS 84	1
WGS4249	WGS 84	1
WGS425	WGS 84	1
WGS4250	WGS 84	1
WGS4251	WGS 84	1
WGS4252	WGS 84	1
WGS4253	WGS 84	1
WGS4254	WGS 84	1
WGS4255	WGS 84	1
WGS4256	WGS 84	1
WGS4257	WGS 84	1
WGS4258	WGS 84	1
WGS4259	WGS 84	1
WGS426	WGS 84	1
WGS4260	WGS 84	1
WGS4261	WGS 84	1
WGS4262	WGS 84	1
WGS4263	WGS 84	1
WGS4264	WGS 84	1
WGS4265	WGS 84	1
WGS4266	WGS 84	1
WGS4267	WGS 84	1
WGS4268	WGS 84	1
WGS4269	WGS 84	1
WGS427	WGS 84	1
WGS4270	WGS 84	1
WGS4271	WGS 84	1
WGS4272	WGS 84	1
WGS4273	WGS 84	1
WGS4274	WGS 84	1
WGS4275	WGS 84	1
WGS4276	WGS 84	1
WGS4277	WGS 84	1
WGS4278	WGS 84	1
WGS4279	WGS 84	1
WGS428	WGS 84	1
WGS4280	WGS 84	1
WGS4281	WGS 84	1
WGS4282	WGS 84	1
WGS4283	WGS 84	1
WGS4284	WGS 84	1
WGS4285	WGS 84	1
WGS4286	WGS 84	1
WGS4287	WGS 84	1
WGS4288	WGS 84	1
WGS4289	WGS 84	1
WGS429	WGS 84	1
WGS4290	WGS 84	1
WGS4291	WGS 84	1
WGS4292	WGS 84	1
WGS4293	WGS 84	1
WGS4294	WGS 84	1
WGS4295	WGS 84	1
WGS4296	WGS 84	1
WGS4297	WGS 84	1
WGS4298	WGS 84	1
WGS4299	WGS 84	1
WGS430	WGS 84	1
WGS4300	WGS 84	1
WGS4301	WGS 84	1
WGS4302	WGS 84	1
WGS4303	WGS 84	1
WGS4304	WGS 84	1
WGS4305	WGS 84	1
WGS4306	WGS 84	1
WGS4307	WGS 84	1
WGS4308	WGS 84	1
WGS4309	WGS 84	1
WGS431	WGS 84	1
WGS4310	WGS 84	1
WGS4311	WGS 84	1
WGS4312	WGS 84	1
WGS4313	WGS 84	1
WGS4314	WGS 84	1
WGS4315	WGS 84	1
WGS4316	WGS 84	1
WGS4317	WGS 84	1
WGS4318	WGS 84	1
WGS4319	WGS 84	1
WGS432	WGS 84	1
WGS4320	WGS 84	1
WGS4321	WGS 84	1
WGS4322	WGS 84	1
WGS4323	WGS 84	1
WGS4324	WGS 84	1
WGS4325	WGS 84	1
WGS4326	WGS 84	1
WGS4327	WGS 84	1
WGS4328	WGS 84	1
WGS4329	WGS 84	1
WGS433	WGS 84	1
WGS4330	WGS 84	1
WGS4331	WGS 84	1
WGS4332	WGS 84	1
WGS4333	WGS 84	1
WGS4334	WGS 84	1
WGS4335	WGS 84	1
WGS4336	WGS 84	1
WGS4337	WGS 84	1
WGS4338	WGS 84	1
WGS4339	WGS 84	1
WGS434	WGS 84	1
WGS4340	WGS 84	1
WGS4341	WGS 84	1
WGS4342	WGS 84	1
WGS4343	WGS 84	1
WGS4344	WGS 84	1
WGS4345	WGS 84	1
WGS4346	WGS 84	1
WGS4347	WGS 84	1
WGS4348	WGS 84	1
WGS4349	WGS 84	1
WGS435	WGS 84	1
WGS4350	WGS 84	1
WGS4351	WGS 84	1
WGS4352	WGS 84	1
WGS4353	WGS 84	1
WGS4354	WGS 84	1
WGS4355	WGS 84	1
WGS4356	WGS 84	1
WGS4357	WGS 84	1
WGS4358	WGS 84	1
WGS4359	WGS 84	1
WGS436	WGS 84	1
WGS4360	WGS 84	1
WGS4361	WGS 84	1
WGS4362	WGS 84	1
WGS4363	WGS 84	1
WGS4364	WGS 84	1
WGS4365	WGS 84	1
WGS4366	WGS 84	1
WGS4367	WGS 84	1
WGS4368	WGS 84	1
WGS4369	WGS 84	1
WGS437	WGS 84	1
WGS4370	WGS 84	1
WGS4371	WGS 84	1
WGS4372	WGS 84	1
WGS4373	WGS 84	1
WGS4374	WGS 84	1
WGS4375	WGS 84	1
WGS4376	WGS 84	1
WGS4377	WGS 84	1
WGS4378	WGS 84	1
WGS4379	WGS 84	1
WGS438	WGS 84	1
WGS4380	WGS 84	1
WGS4381	WGS 84	1
WGS4382	WGS 84	1
WGS4383	WGS 84	1
WGS4384	WGS 84	1
WGS4385	WGS 84	1
WGS4386	WGS 84	1
WGS4387	WGS 84	1
WGS4388	WGS 84	1
WGS4389	WGS 84	1
WGS439	WGS 84	1
WGS4390	WGS 84	1
WGS4391	WGS 84	1
WGS4392	WGS 84	1
WGS4393	WGS 84	1
WGS4394	WGS 84	1
WGS4395	WGS 84	1
WGS4396	WGS 84	1
WGS4397	WGS 84	1
WGS4398	WGS 84	1
WGS4399	WGS 84	1
WGS440	WGS 84	1
WGS4400	WGS 84	1
WGS4401	WGS 84	1
WGS4402	WGS 84	1
WGS4403	WGS 84	1
WGS4404	WGS 84	1
WGS4405	WGS 84	1
WGS4406	WGS 84	1
WGS4407	WGS 84	1
WGS4408	WGS 84	1
WGS4409	WGS 84	1
WGS441	WGS 84	1
WGS4410	WGS 84	1
WGS4411	WGS 84	1
WGS4412	WGS 84	1
WGS4413	WGS 84	1
WGS4414	WGS 84	1
WGS4415	WGS 84	1
WGS4416	WGS 84	1
WGS4417	WGS 84	1
WGS4418	WGS 84	1
WGS4419	WGS 84	1
WGS442	WGS 84	1
WGS4420	WGS 84	1
WGS4421	WGS 84	1
WGS4422	WGS 84	1
WGS4423	WGS 84	1
WGS4424	WGS 84	1
WGS4425	WGS 84	1
WGS4426	WGS 84	1
WGS4427	WGS 84	1
WGS4428	WGS 84	1
WGS4429	WGS 84	1
WGS443	WGS 84	1
WGS4430	WGS 84	1
WGS4431	WGS 84	1
WGS4432	WGS 84	1
WGS4433	WGS 84	1
WGS4434	WGS 84	1
WGS4435	WGS 84	1
WGS4436	WGS 84	1
WGS4437	WGS 84	1
WGS4438	WGS 84	1
WGS4439	WGS 84	1
WGS444	WGS 84	1
WGS4440	WGS 84	1
WGS4441	WGS 84	1
WGS4442	WGS 84	1
WGS4443	WGS 84	1
WGS4444	WGS 84	1
WGS4445	WGS 84	1
WGS4446	WGS 84	1
WGS4447	WGS 84	1
WGS4448	WGS 84	1
WGS4449	WGS 84	1
WGS445	WGS 84	1
WGS4450	WGS 84	1
WGS4451	WGS 84	1
WGS4452	WGS 84	1
WGS4453	WGS 84	1
WGS4454	WGS 84	1
WGS4455	WGS 84	1
WGS4456	WGS 84	1
WGS4457	WGS 84	1
WGS4458	WGS 84	1
WGS4459	WGS 84	1
WGS446	WGS 84	1
WGS4460	WGS 84	1
WGS4461	WGS 84	1
WGS4462	WGS 84	1
WGS4463	WGS 84	1
WGS4464	WGS 84	1
WGS4465	WGS 84	1
WGS4466	WGS 84	1
WGS4467	WGS 84	1
WGS4468	WGS 84	1
WGS4469	WGS 84	1
WGS447	WGS 84	1
WGS4470	WGS 84	1
WGS4471	WGS 84	1
WGS4472	WGS 84	1
WGS4473	WGS 84	1
WGS4474	WGS 84	1
WGS4475	WGS 84	1
WGS4476	WGS 84	1
WGS4477	WGS 84	1
WGS4478	WGS 84	1
WGS4479	WGS 84	1
WGS448	WGS 84	1
WGS4480	WGS 84	1
WGS4481	WGS 84	1
WGS4482	WGS 84	1
WGS4483	WGS 84	1
WGS4484	WGS 84	1
WGS4485	WGS 84	1
WGS4486	WGS 84	1
WGS4487	WGS 84	1
WGS4488	WGS 84	1
WGS4489	WGS 84	1
WGS449	WGS 84	1
WGS4490	WGS 84	1
WGS4491	WGS 84	1
WGS4492	WGS 84	1
WGS4493	WGS 84	1
WGS4494	WGS 84	1
WGS4495	WGS 84	1
WGS4496	WGS 84	1
WGS4497	WGS 84	1
WGS4498	WGS 84	1
WGS4499	WGS 84	1
WGS450	WGS 84	1
WGS4500	WGS 84	1
WGS4501	WGS 84	1
WGS4502	WGS 84	1
WGS4503	WGS 84	1
WGS4504	WGS 84	1
WGS4505	WGS 84	1
WGS4506	WGS 84	1
WGS4507	WGS 84	1
WGS4508	WGS 84	1
WGS4509	WGS 84	1
WGS451	WGS 84	1
WGS4510	WGS 84	1
WGS4511	WGS 84	1
WGS4512	WGS 84	1
WGS4513	WGS 84	1
WGS4514	WGS 84	1
WGS4515	WGS 84	1
WGS4516	WGS 84	1
WGS4517	WGS 84	1
WGS4518	WGS 84	1
WGS4519	WGS 84	1
WGS452	WGS 84	1
WGS4520	WGS 84	1
WGS4521	WGS 84	1
WGS4522	WGS 84	1
WGS4523	WGS 84	1
WGS4524	WGS 84	1
WGS4525	WGS 84	1
WGS4526	WGS 84	1
WGS4527	WGS 84	1
WGS4528	WGS 84	1
WGS4529	WGS 84	1
WGS453	WGS 84	1
WGS4530	WGS 84	1
WGS4531	WGS 84	1
WGS4532	WGS 84	1
WGS4533	WGS 84	1
WGS4534	WGS 84	1
WGS4535	WGS 84	1
WGS4536	WGS 84	1
WGS4537	WGS 84	1
WGS4538	WGS 84	1
WGS4539	WGS 84	1
WGS454	WGS 84	1
WGS4540	WGS 84	1
WGS4541	WGS 84	1
WGS4542	WGS 84	1
WGS4543	WGS 84	1
WGS4544	WGS 84	1
WGS4545	WGS 84	1
WGS4546	WGS 84	1
WGS4547	WGS 84	1
WGS4548	WGS 84	1
WGS4549	WGS 84	1
WGS455	WGS 84	1
WGS4550	WGS 84	1
WGS4551	WGS 84	1
WGS4552	WGS 84	1
WGS4553	WGS 84	1
WGS4554	WGS 84	1
WGS4555	WGS 84	1
WGS4556	WGS 84	1
WGS4557	WGS 84	1
WGS4558	WGS 84	1
WGS4559	WGS 84	1
WGS456	WGS 84	1
WGS4560	WGS 84	1
WGS4561	WGS 84	1
WGS4562	WGS 84	1
WGS4563	WGS 84	1
WGS4564	WGS 84	1
WGS4565	WGS 84	1
WGS4566	WGS 84	1
WGS4567	WGS 84	1
WGS4568	WGS 84	1
WGS4569	WGS 84	1
WGS457	WGS 84	1
WGS4570	WGS 84	1
WGS4571	WGS 84	1
WGS4572	WGS 84	1
WGS4573	WGS 84	1
WGS4574	WGS 84	1
WGS4575	WGS 84	1
WGS4576	WGS 84	1
WGS4577	WGS 84	1
WGS4578	WGS 84	1
WGS4579	WGS 84	1
WGS458	WGS 84	1
WGS4580	WGS 84	1
WGS4581	WGS 84	1
WGS4582	WGS 84	1
WGS4583	WGS 84	1
WGS4584	WGS 84	1
WGS4585	WGS 84	1
WGS4586	WGS 84	1
WGS4587	WGS 84	1
WGS4588	WGS 84	1
WGS4589	WGS 84	1
WGS459	WGS 84	1
WGS4590	WGS 84	1
WGS4591	WGS 84	1
WGS4592	WGS 84	1
WGS4593	WGS 84	1
WGS4594	WGS 84	1
WGS4595	WGS 84	1
WGS4596	WGS 84	1
WGS4597	WGS 84	1
WGS4598	WGS 84	1
WGS4599	WGS 84	1
WGS46	WGS 84	1
WGS460	WGS 84	1
WGS4600	WGS 84	1
WGS4601	WGS 84	1
WGS4602	WGS 84	1
WGS4603	WGS 84	1
WGS4604	WGS 84	1
WGS4605	WGS 84	1
WGS4606	WGS 84	1
WGS4607	WGS 84	1
WGS4608	WGS 84	1
WGS4609	WGS 84	1
WGS461	WGS 84	1
WGS4610	WGS 84	1
WGS4611	WGS 84	1
WGS4612	WGS 84	1
WGS4613	WGS 84	1
WGS4614	WGS 84	1
WGS4615	WGS 84	1
WGS4616	WGS 84	1
WGS4617	WGS 84	1
WGS4618	WGS 84	1
WGS4619	WGS 84	1
WGS462	WGS 84	1
WGS4620	WGS 84	1
WGS4621	WGS 84	1
WGS4622	WGS 84	1
WGS4623	WGS 84	1
WGS4624	WGS 84	1
WGS4625	WGS 84	1
WGS4626	WGS 84	1
WGS4627	WGS 84	1
WGS4628	WGS 84	1
WGS4629	WGS 84	1
WGS463	WGS 84	1
WGS4630	WGS 84	1
WGS4631	WGS 84	1
WGS4632	WGS 84	1
WGS4633	WGS 84	1
WGS4634	WGS 84	1
WGS4635	WGS 84	1
WGS4636	WGS 84	1
WGS4637	WGS 84	1
WGS4638	WGS 84	1
WGS4639	WGS 84	1
WGS464	WGS 84	1
WGS4640	WGS 84	1
WGS4641	WGS 84	1
WGS4642	WGS 84	1
WGS4643	WGS 84	1
WGS4644	WGS 84	1
WGS4645	WGS 84	1
WGS4646	WGS 84	1
WGS4647	WGS 84	1
WGS4648	WGS 84	1
WGS4649	WGS 84	1
WGS465	WGS 84	1
WGS4650	WGS 84	1
WGS4651	WGS 84	1
WGS4652	WGS 84	1
WGS4653	WGS 84	1
WGS4654	WGS 84	1
WGS4655	WGS 84	1
WGS4656	WGS 84	1
WGS4657	WGS 84	1
WGS4658	WGS 84	1
WGS4659	WGS 84	1
WGS466	WGS 84	1
WGS4660	WGS 84	1
WGS4661	WGS 84	1
WGS4662	WGS 84	1
WGS4663	WGS 84	1
WGS4664	WGS 84	1
WGS4665	WGS 84	1
WGS4666	WGS 84	1
WGS4667	WGS 84	1
WGS4668	WGS 84	1
WGS4669	WGS 84	1
WGS467	WGS 84	1
WGS4670	WGS 84	1
WGS4671	WGS 84	1
WGS4672	WGS 84	1
WGS4673	WGS 84	1
WGS4674	WGS 84	1
WGS4675	WGS 84	1
WGS4676	WGS 84	1
WGS4677	WGS 84	1
WGS4678	WGS 84	1
WGS4679	WGS 84	1
WGS468	WGS 84	1
WGS4680	WGS 84	1
WGS4681	WGS 84	1
WGS4682	WGS 84	1
WGS4683	WGS 84	1
WGS4684	WGS 84	1
WGS4685	WGS 84	1
WGS4686	WGS 84	1
WGS4687	WGS 84	1
WGS4688	WGS 84	1
WGS4689	WGS 84	1
WGS469	WGS 84	1
WGS4690	WGS 84	1
WGS4691	WGS 84	1
WGS4692	WGS 84	1
WGS4693	WGS 84	1
WGS4694	WGS 84	1
WGS4695	WGS 84	1
WGS4696	WGS 84	1
WGS4697	WGS 84	1
WGS4698	WGS 84	1
WGS4699	WGS 84	1
WGS470	WGS 84	1
WGS4700	WGS 84	1
WGS4701	WGS 84	1
WGS4702	WGS 84	1
WGS4703	WGS 84	1
WGS4704	WGS 84	1
WGS4705	WGS 84	1
WGS4706	WGS 84	1
WGS4707	WGS 84	1
WGS4708	WGS 84	1
WGS4709	WGS 84	1
WGS471	WGS 84	1
WGS4710	WGS 84	1
WGS4711	WGS 84	1
WGS4712	WGS 84	1
WGS4713	WGS 84	1
WGS4714	WGS 84	1
WGS4715	WGS 84	1
WGS4716	WGS 84	1
WGS4717	WGS 84	1
WGS4718	WGS 84	1
WGS4719	WGS 84	1
WGS472	WGS 84	1
WGS4720	WGS 84	1
WGS4721	WGS 84	1
WGS4722	WGS 84	1
WGS4723	WGS 84	1
WGS4724	WGS 84	1
WGS4725	WGS 84	1
WGS4726	WGS 84	1
WGS4727	WGS 84	1
